id,asset,year,scenario,period_block_start,period_block_end,solution
4722,DE_Pump_Hydro_Closed,2050,1,342,342,96.22303980273662
4723,DE_Pump_Hydro_Closed,2050,1,343,343,98.83797194216206
4724,DE_Pump_Hydro_Closed,2050,1,344,344,101.45290408158749
4725,DE_Pump_Hydro_Closed,2050,1,345,345,104.06783622101293
4726,DE_Pump_Hydro_Closed,2050,1,346,346,106.49021172571268
4727,DE_Pump_Hydro_Closed,2050,1,347,347,105.86796733573523
4728,DE_Pump_Hydro_Closed,2050,1,348,348,104.62181310889754
4729,DE_Pump_Hydro_Closed,2050,1,349,349,103.20519498129906
4730,DE_Pump_Hydro_Closed,2050,1,350,350,105.03569326183023
4731,DE_Pump_Hydro_Closed,2050,1,351,351,107.65062540125567
4732,DE_Pump_Hydro_Closed,2050,1,352,352,110.2655575406811
4733,DE_Pump_Hydro_Closed,2050,1,353,353,112.88048968010654
4734,DE_Pump_Hydro_Closed,2050,1,354,354,115.49542181953197
4735,DE_Pump_Hydro_Closed,2050,1,355,355,118.1103539589574
4736,DE_Pump_Hydro_Closed,2050,1,356,356,120.72528609838284
4737,DE_Pump_Hydro_Closed,2050,1,357,357,123.34021823780827
4738,DE_Pump_Hydro_Closed,2050,1,358,358,125.9551503772337
4739,DE_Pump_Hydro_Closed,2050,1,359,359,128.57008251665914
4740,DE_Pump_Hydro_Closed,2050,1,360,360,131.12382100226648
4741,DE_Pump_Hydro_Closed,2050,1,361,361,132.67604421942931
4742,DE_Pump_Hydro_Closed,2050,1,362,362,134.03649111645547
4743,DE_Pump_Hydro_Closed,2050,1,363,363,135.87013572114907
4744,DE_Pump_Hydro_Closed,2050,1,364,364,138.4850678605746
4745,DE_Pump_Hydro_Closed,2050,1,365,365,141.1
4746,DE_Pump_Hydro_Open,2050,1,1,1,213.46697300549016
4747,DE_Pump_Hydro_Open,2050,1,2,2,218.5839460109803
4748,DE_Pump_Hydro_Open,2050,1,3,3,223.70091901647044
4749,DE_Pump_Hydro_Open,2050,1,4,4,228.81789202196057
4750,DE_Pump_Hydro_Open,2050,1,5,5,232.60389940615045
4751,DE_Pump_Hydro_Open,2050,1,6,6,233.56980552714103
4752,DE_Pump_Hydro_Open,2050,1,7,7,238.68677853263117
4753,DE_Pump_Hydro_Open,2050,1,8,8,243.8037515381213
4754,DE_Pump_Hydro_Open,2050,1,9,9,248.92072454361144
4755,DE_Pump_Hydro_Open,2050,1,10,10,254.03769754910158
4756,DE_Pump_Hydro_Open,2050,1,11,11,259.1546705545917
4757,DE_Pump_Hydro_Open,2050,1,12,12,264.2716435600818
4758,DE_Pump_Hydro_Open,2050,1,13,13,269.38861656557197
4759,DE_Pump_Hydro_Open,2050,1,14,14,274.5055895710621
4760,DE_Pump_Hydro_Open,2050,1,15,15,279.62256257655224
4761,DE_Pump_Hydro_Open,2050,1,16,16,284.7395355820424
4762,DE_Pump_Hydro_Open,2050,1,17,17,289.8565085875325
4763,DE_Pump_Hydro_Open,2050,1,18,18,289.3445905613436
4764,DE_Pump_Hydro_Open,2050,1,19,19,282.783744564759
4765,DE_Pump_Hydro_Open,2050,1,20,20,279.64717498736206
4766,DE_Pump_Hydro_Open,2050,1,21,21,276.52154560217315
4767,DE_Pump_Hydro_Open,2050,1,22,22,269.96069960558856
4768,DE_Pump_Hydro_Open,2050,1,23,23,266.77495387097537
4769,DE_Pump_Hydro_Open,2050,1,24,24,270.9452264736322
4770,DE_Pump_Hydro_Open,2050,1,25,25,268.9602532229782
4771,DE_Pump_Hydro_Open,2050,1,26,26,272.50996795248307
4772,DE_Pump_Hydro_Open,2050,1,27,27,273.801201181876
4773,DE_Pump_Hydro_Open,2050,1,28,28,278.91817418736616
4774,DE_Pump_Hydro_Open,2050,1,29,29,284.0351471928563
4775,DE_Pump_Hydro_Open,2050,1,30,30,289.15212019834644
4776,DE_Pump_Hydro_Open,2050,1,31,31,290.482092844552
4777,DE_Pump_Hydro_Open,2050,1,32,32,295.45349550768674
4778,DE_Pump_Hydro_Open,2050,1,33,33,296.0918291021918
4779,DE_Pump_Hydro_Open,2050,1,34,34,292.22475095582547
4780,DE_Pump_Hydro_Open,2050,1,35,35,286.35139067361314
4781,DE_Pump_Hydro_Open,2050,1,36,36,282.89100363334313
4782,DE_Pump_Hydro_Open,2050,1,37,37,288.00797663883327
4783,DE_Pump_Hydro_Open,2050,1,38,38,293.1249496443234
4784,DE_Pump_Hydro_Open,2050,1,39,39,298.24192264981355
4785,DE_Pump_Hydro_Open,2050,1,40,40,301.542566058178
4786,DE_Pump_Hydro_Open,2050,1,41,41,301.66412846593147
4787,DE_Pump_Hydro_Open,2050,1,42,42,297.53191996421947
4788,DE_Pump_Hydro_Open,2050,1,43,43,294.7726402790188
4789,DE_Pump_Hydro_Open,2050,1,44,44,293.1628521148732
4790,DE_Pump_Hydro_Open,2050,1,45,45,290.02357284836285
4791,DE_Pump_Hydro_Open,2050,1,46,46,294.6587930960684
4792,DE_Pump_Hydro_Open,2050,1,47,47,299.3392557914686
4793,DE_Pump_Hydro_Open,2050,1,48,48,303.9451359288234
4794,DE_Pump_Hydro_Open,2050,1,49,49,308.8882116620714
4795,DE_Pump_Hydro_Open,2050,1,50,50,314.00518466756154
4796,DE_Pump_Hydro_Open,2050,1,51,51,318.7489615623792
4797,DE_Pump_Hydro_Open,2050,1,52,52,320.90941258942513
4798,DE_Pump_Hydro_Open,2050,1,53,53,324.5852741096431
4799,DE_Pump_Hydro_Open,2050,1,54,54,329.7022471151332
4800,DE_Pump_Hydro_Open,2050,1,55,55,333.6169703076055
4801,DE_Pump_Hydro_Open,2050,1,56,56,330.85887020963145
4802,DE_Pump_Hydro_Open,2050,1,57,57,329.9044497700727
4803,DE_Pump_Hydro_Open,2050,1,58,58,327.26842935382507
4804,DE_Pump_Hydro_Open,2050,1,59,59,326.8455318136422
4805,DE_Pump_Hydro_Open,2050,1,60,60,331.96250481913233
4806,DE_Pump_Hydro_Open,2050,1,61,61,337.0794778246225
4807,DE_Pump_Hydro_Open,2050,1,62,62,342.14792804313726
4808,DE_Pump_Hydro_Open,2050,1,63,63,342.802708145953
4809,DE_Pump_Hydro_Open,2050,1,64,64,341.0691950286132
4810,DE_Pump_Hydro_Open,2050,1,65,65,345.44145989897595
4811,DE_Pump_Hydro_Open,2050,1,66,66,350.5584329044661
4812,DE_Pump_Hydro_Open,2050,1,67,67,355.5098396446904
4813,DE_Pump_Hydro_Open,2050,1,68,68,354.56457666799827
4814,DE_Pump_Hydro_Open,2050,1,69,69,358.117237388151
4815,DE_Pump_Hydro_Open,2050,1,70,70,356.64510740096705
4816,DE_Pump_Hydro_Open,2050,1,71,71,357.4148254744245
4817,DE_Pump_Hydro_Open,2050,1,72,72,361.62912504675745
4818,DE_Pump_Hydro_Open,2050,1,73,73,364.9208219066971
4819,DE_Pump_Hydro_Open,2050,1,74,74,368.3760149292752
4820,DE_Pump_Hydro_Open,2050,1,75,75,372.51421585209323
4821,DE_Pump_Hydro_Open,2050,1,76,76,375.74674209997994
4822,DE_Pump_Hydro_Open,2050,1,77,77,371.0056127864075
4823,DE_Pump_Hydro_Open,2050,1,78,78,366.13743259184315
4824,DE_Pump_Hydro_Open,2050,1,79,79,361.48371987166377
4825,DE_Pump_Hydro_Open,2050,1,80,80,363.58622355553035
4826,DE_Pump_Hydro_Open,2050,1,81,81,362.9378238872102
4827,DE_Pump_Hydro_Open,2050,1,82,82,366.58064029736084
4828,DE_Pump_Hydro_Open,2050,1,83,83,361.8886725067014
4829,DE_Pump_Hydro_Open,2050,1,84,84,359.1381174765669
4830,DE_Pump_Hydro_Open,2050,1,85,85,363.5257895273724
4831,DE_Pump_Hydro_Open,2050,1,86,86,364.42363864280566
4832,DE_Pump_Hydro_Open,2050,1,87,87,365.5878056701848
4833,DE_Pump_Hydro_Open,2050,1,88,88,370.70477867567496
4834,DE_Pump_Hydro_Open,2050,1,89,89,375.8217516811651
4835,DE_Pump_Hydro_Open,2050,1,90,90,380.93872468665523
4836,DE_Pump_Hydro_Open,2050,1,91,91,385.7514438799267
4837,DE_Pump_Hydro_Open,2050,1,92,92,389.4763103451064
4838,DE_Pump_Hydro_Open,2050,1,93,93,384.8215638522201
4839,DE_Pump_Hydro_Open,2050,1,94,94,380.9517000295763
4840,DE_Pump_Hydro_Open,2050,1,95,95,375.54426645640433
4841,DE_Pump_Hydro_Open,2050,1,96,96,370.624652695652
4842,DE_Pump_Hydro_Open,2050,1,97,97,373.75634278304454
4843,DE_Pump_Hydro_Open,2050,1,98,98,375.4679781753785
4844,DE_Pump_Hydro_Open,2050,1,99,99,377.5951534178786
4845,DE_Pump_Hydro_Open,2050,1,100,100,376.8835843919069
4846,DE_Pump_Hydro_Open,2050,1,101,101,376.9162205816015
4847,DE_Pump_Hydro_Open,2050,1,102,102,380.6527274814043
4848,DE_Pump_Hydro_Open,2050,1,103,103,383.8485788284434
4849,DE_Pump_Hydro_Open,2050,1,104,104,387.2878358138004
4850,DE_Pump_Hydro_Open,2050,1,105,105,390.1279995438444
4851,DE_Pump_Hydro_Open,2050,1,106,106,392.8497365082088
4852,DE_Pump_Hydro_Open,2050,1,107,107,394.58267925073363
4853,DE_Pump_Hydro_Open,2050,1,108,108,393.3240432648874
4854,DE_Pump_Hydro_Open,2050,1,109,109,394.6165548563696
4855,DE_Pump_Hydro_Open,2050,1,110,110,397.35308130856623
4856,DE_Pump_Hydro_Open,2050,1,111,111,398.4508325959322
4857,DE_Pump_Hydro_Open,2050,1,112,112,398.6597869617111
4858,DE_Pump_Hydro_Open,2050,1,113,113,400.44998682586004
4859,DE_Pump_Hydro_Open,2050,1,114,114,399.9622400740043
4860,DE_Pump_Hydro_Open,2050,1,115,115,397.07632641526556
4861,DE_Pump_Hydro_Open,2050,1,116,116,391.3128301925231
4862,DE_Pump_Hydro_Open,2050,1,117,117,384.8444591695903
4863,DE_Pump_Hydro_Open,2050,1,118,118,380.9088999402922
4864,DE_Pump_Hydro_Open,2050,1,119,119,383.42905146687724
4865,DE_Pump_Hydro_Open,2050,1,120,120,385.21925133102616
4866,DE_Pump_Hydro_Open,2050,1,121,121,387.0094511951751
4867,DE_Pump_Hydro_Open,2050,1,122,122,388.799651059324
4868,DE_Pump_Hydro_Open,2050,1,123,123,388.2666712253961
4869,DE_Pump_Hydro_Open,2050,1,124,124,390.05687108954504
4870,DE_Pump_Hydro_Open,2050,1,125,125,391.84707095369396
4871,DE_Pump_Hydro_Open,2050,1,126,126,393.86465858685045
4872,DE_Pump_Hydro_Open,2050,1,127,127,395.65485845099937
4873,DE_Pump_Hydro_Open,2050,1,128,128,397.4450583151483
4874,DE_Pump_Hydro_Open,2050,1,129,129,399.2352581792972
4875,DE_Pump_Hydro_Open,2050,1,130,130,401.0254580434461
4876,DE_Pump_Hydro_Open,2050,1,131,131,402.81565790759504
4877,DE_Pump_Hydro_Open,2050,1,132,132,404.60585777174396
4878,DE_Pump_Hydro_Open,2050,1,133,133,406.3960576358929
4879,DE_Pump_Hydro_Open,2050,1,134,134,405.43567411639583
4880,DE_Pump_Hydro_Open,2050,1,135,135,403.9483728552051
4881,DE_Pump_Hydro_Open,2050,1,136,136,404.54977842696377
4882,DE_Pump_Hydro_Open,2050,1,137,137,406.3399782911127
4883,DE_Pump_Hydro_Open,2050,1,138,138,408.1301781552616
4884,DE_Pump_Hydro_Open,2050,1,139,139,409.9203780194105
4885,DE_Pump_Hydro_Open,2050,1,140,140,406.91739149599846
4886,DE_Pump_Hydro_Open,2050,1,141,141,402.9811859316378
4887,DE_Pump_Hydro_Open,2050,1,142,142,403.1117205782392
4888,DE_Pump_Hydro_Open,2050,1,143,143,403.84329050933604
4889,DE_Pump_Hydro_Open,2050,1,144,144,400.9404168577336
4890,DE_Pump_Hydro_Open,2050,1,145,145,396.761674210027
4891,DE_Pump_Hydro_Open,2050,1,146,146,395.98183433670556
4892,DE_Pump_Hydro_Open,2050,1,147,147,396.56703155602906
4893,DE_Pump_Hydro_Open,2050,1,148,148,398.357231420178
4894,DE_Pump_Hydro_Open,2050,1,149,149,398.85964828904315
4895,DE_Pump_Hydro_Open,2050,1,150,150,400.64984815319207
4896,DE_Pump_Hydro_Open,2050,1,151,151,402.4927028304914
4897,DE_Pump_Hydro_Open,2050,1,152,152,404.2829026946403
4898,DE_Pump_Hydro_Open,2050,1,153,153,406.07310255878923
4899,DE_Pump_Hydro_Open,2050,1,154,154,407.86330242293815
4900,DE_Pump_Hydro_Open,2050,1,155,155,409.65350228708706
4901,DE_Pump_Hydro_Open,2050,1,156,156,409.97520377272247
4902,DE_Pump_Hydro_Open,2050,1,157,157,411.7654036368714
4903,DE_Pump_Hydro_Open,2050,1,158,158,413.5556035010203
4904,DE_Pump_Hydro_Open,2050,1,159,159,415.3458033651692
4905,DE_Pump_Hydro_Open,2050,1,160,160,414.90980013585107
4906,DE_Pump_Hydro_Open,2050,1,161,161,416.7
4907,DE_Pump_Hydro_Open,2050,1,162,162,416.089137284346
4908,DE_Pump_Hydro_Open,2050,1,163,163,412.15257112780387
4909,DE_Pump_Hydro_Open,2050,1,164,164,407.62044255978844
4910,DE_Pump_Hydro_Open,2050,1,165,165,409.41064242393736
4911,DE_Pump_Hydro_Open,2050,1,166,166,410.14690016846015
4912,DE_Pump_Hydro_Open,2050,1,167,167,406.6502543483232
4913,DE_Pump_Hydro_Open,2050,1,168,168,405.7667204816027
4914,DE_Pump_Hydro_Open,2050,1,169,169,407.7588740327053
4915,DE_Pump_Hydro_Open,2050,1,170,170,406.2194869821017
4916,DE_Pump_Hydro_Open,2050,1,171,171,399.65864098551714
4917,DE_Pump_Hydro_Open,2050,1,172,172,393.09779498893255
4918,DE_Pump_Hydro_Open,2050,1,173,173,386.99994791811685
4919,DE_Pump_Hydro_Open,2050,1,174,174,385.854386630516
4920,DE_Pump_Hydro_Open,2050,1,175,175,387.6445864946649
4921,DE_Pump_Hydro_Open,2050,1,176,176,387.77665693307966
4922,DE_Pump_Hydro_Open,2050,1,177,177,382.47165470225207
4923,DE_Pump_Hydro_Open,2050,1,178,178,375.9108087056675
4924,DE_Pump_Hydro_Open,2050,1,179,179,369.3499627090829
4925,DE_Pump_Hydro_Open,2050,1,180,180,364.19467939609507
4926,DE_Pump_Hydro_Open,2050,1,181,181,358.59848881413683
4927,DE_Pump_Hydro_Open,2050,1,182,182,354.5334445588811
4928,DE_Pump_Hydro_Open,2050,1,183,183,351.4844562506481
4929,DE_Pump_Hydro_Open,2050,1,184,184,347.7142049544766
4930,DE_Pump_Hydro_Open,2050,1,185,185,342.6661387221591
4931,DE_Pump_Hydro_Open,2050,1,186,186,336.1052927255745
4932,DE_Pump_Hydro_Open,2050,1,187,187,337.8954925897234
4933,DE_Pump_Hydro_Open,2050,1,188,188,339.6856924538723
4934,DE_Pump_Hydro_Open,2050,1,189,189,342.2852633816551
4935,DE_Pump_Hydro_Open,2050,1,190,190,344.49029544619697
4936,DE_Pump_Hydro_Open,2050,1,191,191,346.2804953103459
4937,DE_Pump_Hydro_Open,2050,1,192,192,342.2232591686475
4938,DE_Pump_Hydro_Open,2050,1,193,193,335.75131120053123
4939,DE_Pump_Hydro_Open,2050,1,194,194,329.19046520394664
4940,DE_Pump_Hydro_Open,2050,1,195,195,322.62961920736205
4941,DE_Pump_Hydro_Open,2050,1,196,196,317.46667153281857
4942,DE_Pump_Hydro_Open,2050,1,197,197,312.793149286105
4943,DE_Pump_Hydro_Open,2050,1,198,198,309.6056290235116
4944,DE_Pump_Hydro_Open,2050,1,199,199,310.284967316698
4945,DE_Pump_Hydro_Open,2050,1,200,200,306.80858325214655
4946,DE_Pump_Hydro_Open,2050,1,201,201,302.9113007267593
4947,DE_Pump_Hydro_Open,2050,1,202,202,302.34096983385973
4948,DE_Pump_Hydro_Open,2050,1,203,203,301.3862132700094
4949,DE_Pump_Hydro_Open,2050,1,204,204,299.61107362946905
4950,DE_Pump_Hydro_Open,2050,1,205,205,294.65697954415157
4951,DE_Pump_Hydro_Open,2050,1,206,206,296.0362251121032
4952,DE_Pump_Hydro_Open,2050,1,207,207,298.5061186834857
4953,DE_Pump_Hydro_Open,2050,1,208,208,296.1591802677518
4954,DE_Pump_Hydro_Open,2050,1,209,209,292.2993034441393
4955,DE_Pump_Hydro_Open,2050,1,210,210,292.7052975112577
4956,DE_Pump_Hydro_Open,2050,1,211,211,291.71527863690613
4957,DE_Pump_Hydro_Open,2050,1,212,212,289.97863586122656
4958,DE_Pump_Hydro_Open,2050,1,213,213,284.42177215069484
4959,DE_Pump_Hydro_Open,2050,1,214,214,277.86092615411025
4960,DE_Pump_Hydro_Open,2050,1,215,215,271.4686772609606
4961,DE_Pump_Hydro_Open,2050,1,216,216,266.4050325385372
4962,DE_Pump_Hydro_Open,2050,1,217,217,261.6815368644724
4963,DE_Pump_Hydro_Open,2050,1,218,218,255.12069086788776
4964,DE_Pump_Hydro_Open,2050,1,219,219,248.55984487130314
4965,DE_Pump_Hydro_Open,2050,1,220,220,241.99899887471852
4966,DE_Pump_Hydro_Open,2050,1,221,221,235.4381528781339
4967,DE_Pump_Hydro_Open,2050,1,222,222,228.8773068815493
4968,DE_Pump_Hydro_Open,2050,1,223,223,222.31646088496467
4969,DE_Pump_Hydro_Open,2050,1,224,224,215.75561488838005
4970,DE_Pump_Hydro_Open,2050,1,225,225,211.5715611220657
4971,DE_Pump_Hydro_Open,2050,1,226,226,207.7159666819468
4972,DE_Pump_Hydro_Open,2050,1,227,227,203.654384117175
4973,DE_Pump_Hydro_Open,2050,1,228,228,201.97538879338347
4974,DE_Pump_Hydro_Open,2050,1,229,229,203.0700840931869
4975,DE_Pump_Hydro_Open,2050,1,230,230,203.15425674906362
4976,DE_Pump_Hydro_Open,2050,1,231,231,197.88833775368855
4977,DE_Pump_Hydro_Open,2050,1,232,232,191.32749175710393
4978,DE_Pump_Hydro_Open,2050,1,233,233,184.7666457605193
4979,DE_Pump_Hydro_Open,2050,1,234,234,178.51565929822684
4980,DE_Pump_Hydro_Open,2050,1,235,235,176.6624183860823
4981,DE_Pump_Hydro_Open,2050,1,236,236,177.8892963420569
4982,DE_Pump_Hydro_Open,2050,1,237,237,180.83986277476174
4983,DE_Pump_Hydro_Open,2050,1,238,238,181.16419700758368
4984,DE_Pump_Hydro_Open,2050,1,239,239,182.33562039367072
4985,DE_Pump_Hydro_Open,2050,1,240,240,182.73070421881934
4986,DE_Pump_Hydro_Open,2050,1,241,241,181.5375263582918
4987,DE_Pump_Hydro_Open,2050,1,242,242,174.9766803617072
4988,DE_Pump_Hydro_Open,2050,1,243,243,168.41583436512258
4989,DE_Pump_Hydro_Open,2050,1,244,244,167.18367855056292
4990,DE_Pump_Hydro_Open,2050,1,245,245,167.76621826819348
4991,DE_Pump_Hydro_Open,2050,1,246,246,161.20537227160887
4992,DE_Pump_Hydro_Open,2050,1,247,247,154.64452627502425
4993,DE_Pump_Hydro_Open,2050,1,248,248,156.2143418951837
4994,DE_Pump_Hydro_Open,2050,1,249,249,156.7130235105633
4995,DE_Pump_Hydro_Open,2050,1,250,250,157.5423690755126
4996,DE_Pump_Hydro_Open,2050,1,251,251,156.59014501896849
4997,DE_Pump_Hydro_Open,2050,1,252,252,150.02929902238387
4998,DE_Pump_Hydro_Open,2050,1,253,253,143.46845302579925
4999,DE_Pump_Hydro_Open,2050,1,254,254,140.3550872720222
5000,DE_Pump_Hydro_Open,2050,1,255,255,142.84226120788566
5001,DE_Pump_Hydro_Open,2050,1,256,256,142.84670469642134
5002,DE_Pump_Hydro_Open,2050,1,257,257,146.67263841361114
5003,DE_Pump_Hydro_Open,2050,1,258,258,150.24569665610704
5004,DE_Pump_Hydro_Open,2050,1,259,259,147.10138418830746
5005,DE_Pump_Hydro_Open,2050,1,260,260,149.88522191229825
5006,DE_Pump_Hydro_Open,2050,1,261,261,152.925185030477
5007,DE_Pump_Hydro_Open,2050,1,262,262,150.58328230516227
5008,DE_Pump_Hydro_Open,2050,1,263,263,144.02243630857765
5009,DE_Pump_Hydro_Open,2050,1,264,264,137.46159031199304
5010,DE_Pump_Hydro_Open,2050,1,265,265,132.69494951296008
5011,DE_Pump_Hydro_Open,2050,1,266,266,127.1820967673657
5012,DE_Pump_Hydro_Open,2050,1,267,267,124.01512136853553
5013,DE_Pump_Hydro_Open,2050,1,268,268,117.86770373725959
5014,DE_Pump_Hydro_Open,2050,1,269,269,111.30685774067497
5015,DE_Pump_Hydro_Open,2050,1,270,270,107.13323889979628
5016,DE_Pump_Hydro_Open,2050,1,271,271,104.39201633508927
5017,DE_Pump_Hydro_Open,2050,1,272,272,100.2343787527374
5018,DE_Pump_Hydro_Open,2050,1,273,273,98.21963704179105
5019,DE_Pump_Hydro_Open,2050,1,274,274,101.34619626998304
5020,DE_Pump_Hydro_Open,2050,1,275,275,103.94517564490319
5021,DE_Pump_Hydro_Open,2050,1,276,276,97.38432964831857
5022,DE_Pump_Hydro_Open,2050,1,277,277,90.82348365173395
5023,DE_Pump_Hydro_Open,2050,1,278,278,85.8092810871071
5024,DE_Pump_Hydro_Open,2050,1,279,279,88.81158269148153
5025,DE_Pump_Hydro_Open,2050,1,280,280,90.70867998211781
5026,DE_Pump_Hydro_Open,2050,1,281,281,85.09334708869744
5027,DE_Pump_Hydro_Open,2050,1,282,282,78.53250109211282
5028,DE_Pump_Hydro_Open,2050,1,283,283,71.9716550955282
5029,DE_Pump_Hydro_Open,2050,1,284,284,68.00652413254844
5030,DE_Pump_Hydro_Open,2050,1,285,285,62.056076010990054
5031,DE_Pump_Hydro_Open,2050,1,286,286,58.69199329182522
5032,DE_Pump_Hydro_Open,2050,1,287,287,55.53489561940566
5033,DE_Pump_Hydro_Open,2050,1,288,288,56.8317910243356
5034,DE_Pump_Hydro_Open,2050,1,289,289,56.866566225482536
5035,DE_Pump_Hydro_Open,2050,1,290,290,50.305720228897925
5036,DE_Pump_Hydro_Open,2050,1,291,291,43.744874232313315
5037,DE_Pump_Hydro_Open,2050,1,292,292,37.184028235728704
5038,DE_Pump_Hydro_Open,2050,1,293,293,30.623182239144093
5039,DE_Pump_Hydro_Open,2050,1,294,294,27.091329435476286
5040,DE_Pump_Hydro_Open,2050,1,295,295,31.10017617739082
5041,DE_Pump_Hydro_Open,2050,1,296,296,34.41769678355205
5042,DE_Pump_Hydro_Open,2050,1,297,297,31.42293676237132
5043,DE_Pump_Hydro_Open,2050,1,298,298,33.47511345733214
5044,DE_Pump_Hydro_Open,2050,1,299,299,31.896948150088445
5045,DE_Pump_Hydro_Open,2050,1,300,300,29.284895317312557
5046,DE_Pump_Hydro_Open,2050,1,301,301,27.539223997552195
5047,DE_Pump_Hydro_Open,2050,1,302,302,22.716237889450603
5048,DE_Pump_Hydro_Open,2050,1,303,303,18.637506637891338
5049,DE_Pump_Hydro_Open,2050,1,304,304,19.90119628890048
5050,DE_Pump_Hydro_Open,2050,1,305,305,21.758028206444642
5051,DE_Pump_Hydro_Open,2050,1,306,306,22.064851104771037
5052,DE_Pump_Hydro_Open,2050,1,307,307,15.973810658897946
5053,DE_Pump_Hydro_Open,2050,1,308,308,9.412964662313334
5054,DE_Pump_Hydro_Open,2050,1,309,309,3.048728756323665
5055,DE_Pump_Hydro_Open,2050,1,310,310,0.0
5056,DE_Pump_Hydro_Open,2050,1,311,311,2.729712438138622
5057,DE_Pump_Hydro_Open,2050,1,312,312,7.0666681067101305
5058,DE_Pump_Hydro_Open,2050,1,313,313,12.183641112200268
5059,DE_Pump_Hydro_Open,2050,1,314,314,17.11954599321735
5060,DE_Pump_Hydro_Open,2050,1,315,315,21.56059099182342
5061,DE_Pump_Hydro_Open,2050,1,316,316,24.82451265976499
5062,DE_Pump_Hydro_Open,2050,1,317,317,29.624456223304882
5063,DE_Pump_Hydro_Open,2050,1,318,318,34.74142922879502
5064,DE_Pump_Hydro_Open,2050,1,319,319,35.61070323407022
5065,DE_Pump_Hydro_Open,2050,1,320,320,38.49991304612421
5066,DE_Pump_Hydro_Open,2050,1,321,321,42.437649748873504
5067,DE_Pump_Hydro_Open,2050,1,322,322,47.42688211612611
5068,DE_Pump_Hydro_Open,2050,1,323,323,52.54385512161625
5069,DE_Pump_Hydro_Open,2050,1,324,324,54.73131103971128
5070,DE_Pump_Hydro_Open,2050,1,325,325,56.68142838883653
5071,DE_Pump_Hydro_Open,2050,1,326,326,57.64511291671365
5072,DE_Pump_Hydro_Open,2050,1,327,327,52.70572136591494
5073,DE_Pump_Hydro_Open,2050,1,328,328,57.62839704916206
5074,DE_Pump_Hydro_Open,2050,1,329,329,62.37658015045494
5075,DE_Pump_Hydro_Open,2050,1,330,330,62.772254421377625
5076,DE_Pump_Hydro_Open,2050,1,331,331,67.88922742686776
5077,DE_Pump_Hydro_Open,2050,1,332,332,73.0062004323579
5078,DE_Pump_Hydro_Open,2050,1,333,333,78.12317343784804
5079,DE_Pump_Hydro_Open,2050,1,334,334,83.24014644333818
5080,DE_Pump_Hydro_Open,2050,1,335,335,88.35711944882831
5081,DE_Pump_Hydro_Open,2050,1,336,336,92.47454823190287
5082,DE_Pump_Hydro_Open,2050,1,337,337,96.63191328790812
5083,DE_Pump_Hydro_Open,2050,1,338,338,101.74888629339826
5084,DE_Pump_Hydro_Open,2050,1,339,339,106.8658592988884
5085,DE_Pump_Hydro_Open,2050,1,340,340,111.98283230437853
5086,DE_Pump_Hydro_Open,2050,1,341,341,117.09980530986867
5087,DE_Pump_Hydro_Open,2050,1,342,342,121.4062130766832
5088,DE_Pump_Hydro_Open,2050,1,343,343,126.52318608217334
5089,DE_Pump_Hydro_Open,2050,1,344,344,131.64015908766348
5090,DE_Pump_Hydro_Open,2050,1,345,345,136.75713209315361
5091,DE_Pump_Hydro_Open,2050,1,346,346,141.48629725374425
5092,DE_Pump_Hydro_Open,2050,1,347,347,140.08361719604582
5093,DE_Pump_Hydro_Open,2050,1,348,348,137.42438667157705
5094,DE_Pump_Hydro_Open,2050,1,349,349,134.421842928733
5095,DE_Pump_Hydro_Open,2050,1,350,350,137.9589711019884
5096,DE_Pump_Hydro_Open,2050,1,351,351,143.07594410747853
5097,DE_Pump_Hydro_Open,2050,1,352,352,148.19291711296867
5098,DE_Pump_Hydro_Open,2050,1,353,353,153.3098901184588
5099,DE_Pump_Hydro_Open,2050,1,354,354,158.42686312394895
5100,DE_Pump_Hydro_Open,2050,1,355,355,163.5438361294391
5101,DE_Pump_Hydro_Open,2050,1,356,356,168.66080913492922
5102,DE_Pump_Hydro_Open,2050,1,357,357,173.77778214041936
5103,DE_Pump_Hydro_Open,2050,1,358,358,178.8947551459095
5104,DE_Pump_Hydro_Open,2050,1,359,359,184.01172815139964
5105,DE_Pump_Hydro_Open,2050,1,360,360,189.00545752499644
5106,DE_Pump_Hydro_Open,2050,1,361,361,191.98214148002043
5107,DE_Pump_Hydro_Open,2050,1,362,362,194.57258913879377
5108,DE_Pump_Hydro_Open,2050,1,363,363,198.1160539890197
5109,DE_Pump_Hydro_Open,2050,1,364,364,203.23302699450983
5110,DE_Pump_Hydro_Open,2050,1,365,365,208.35
5111,ES_Hydro_Reservoir,2050,1,1,1,5860.344834597636
5112,ES_Hydro_Reservoir,2050,1,2,2,5896.439669195272
5113,ES_Hydro_Reservoir,2050,1,3,3,5932.534503792907
5114,ES_Hydro_Reservoir,2050,1,4,4,5968.629338390543
5115,ES_Hydro_Reservoir,2050,1,5,5,6002.485143955451
5116,ES_Hydro_Reservoir,2050,1,6,6,6031.596808497872
5117,ES_Hydro_Reservoir,2050,1,7,7,6067.691643095508
5118,ES_Hydro_Reservoir,2050,1,8,8,6103.786477693144
5119,ES_Hydro_Reservoir,2050,1,9,9,6139.8813122907795
5120,ES_Hydro_Reservoir,2050,1,10,10,6175.976146888415
