id,storage_level_id,asset,milestone_year,scenario,period_block_start,period_block_end,inter_period_storage_level_bounds,dual_max_storage_level_inter_period_limit
1025,1025,AT_Pump_Hydro_Open,2050,1,295,295,inter_period_only,0.0
1026,1026,AT_Pump_Hydro_Open,2050,1,296,296,inter_period_only,0.0
1027,1027,AT_Pump_Hydro_Open,2050,1,297,297,inter_period_only,0.0
1028,1028,AT_Pump_Hydro_Open,2050,1,298,298,inter_period_only,0.0
1029,1029,AT_Pump_Hydro_Open,2050,1,299,299,inter_period_only,0.0
1030,1030,AT_Pump_Hydro_Open,2050,1,300,300,inter_period_only,0.0
1031,1031,AT_Pump_Hydro_Open,2050,1,301,301,inter_period_only,0.0
1032,1032,AT_Pump_Hydro_Open,2050,1,302,302,inter_period_only,0.0
1033,1033,AT_Pump_Hydro_Open,2050,1,303,303,inter_period_only,0.0
1034,1034,AT_Pump_Hydro_Open,2050,1,304,304,inter_period_only,0.0
1035,1035,AT_Pump_Hydro_Open,2050,1,305,305,inter_period_only,0.0
1036,1036,AT_Pump_Hydro_Open,2050,1,306,306,inter_period_only,0.0
1037,1037,AT_Pump_Hydro_Open,2050,1,307,307,inter_period_only,0.0
1038,1038,AT_Pump_Hydro_Open,2050,1,308,308,inter_period_only,0.0
1039,1039,AT_Pump_Hydro_Open,2050,1,309,309,inter_period_only,0.0
1040,1040,AT_Pump_Hydro_Open,2050,1,310,310,inter_period_only,0.0
1041,1041,AT_Pump_Hydro_Open,2050,1,311,311,inter_period_only,0.0
1042,1042,AT_Pump_Hydro_Open,2050,1,312,312,inter_period_only,0.0
1043,1043,AT_Pump_Hydro_Open,2050,1,313,313,inter_period_only,0.0
1044,1044,AT_Pump_Hydro_Open,2050,1,314,314,inter_period_only,0.0
1045,1045,AT_Pump_Hydro_Open,2050,1,315,315,inter_period_only,0.0
1046,1046,AT_Pump_Hydro_Open,2050,1,316,316,inter_period_only,0.0
1047,1047,AT_Pump_Hydro_Open,2050,1,317,317,inter_period_only,0.0
1048,1048,AT_Pump_Hydro_Open,2050,1,318,318,inter_period_only,0.0
1049,1049,AT_Pump_Hydro_Open,2050,1,319,319,inter_period_only,0.0
1050,1050,AT_Pump_Hydro_Open,2050,1,320,320,inter_period_only,0.0
1051,1051,AT_Pump_Hydro_Open,2050,1,321,321,inter_period_only,0.0
1052,1052,AT_Pump_Hydro_Open,2050,1,322,322,inter_period_only,0.0
1053,1053,AT_Pump_Hydro_Open,2050,1,323,323,inter_period_only,0.0
1054,1054,AT_Pump_Hydro_Open,2050,1,324,324,inter_period_only,0.0
1055,1055,AT_Pump_Hydro_Open,2050,1,325,325,inter_period_only,0.0
1056,1056,AT_Pump_Hydro_Open,2050,1,326,326,inter_period_only,0.0
1057,1057,AT_Pump_Hydro_Open,2050,1,327,327,inter_period_only,0.0
1058,1058,AT_Pump_Hydro_Open,2050,1,328,328,inter_period_only,0.0
1059,1059,AT_Pump_Hydro_Open,2050,1,329,329,inter_period_only,0.0
1060,1060,AT_Pump_Hydro_Open,2050,1,330,330,inter_period_only,0.0
1061,1061,AT_Pump_Hydro_Open,2050,1,331,331,inter_period_only,0.0
1062,1062,AT_Pump_Hydro_Open,2050,1,332,332,inter_period_only,0.0
1063,1063,AT_Pump_Hydro_Open,2050,1,333,333,inter_period_only,0.0
1064,1064,AT_Pump_Hydro_Open,2050,1,334,334,inter_period_only,0.0
1065,1065,AT_Pump_Hydro_Open,2050,1,335,335,inter_period_only,0.0
1066,1066,AT_Pump_Hydro_Open,2050,1,336,336,inter_period_only,0.0
1067,1067,AT_Pump_Hydro_Open,2050,1,337,337,inter_period_only,0.0
1068,1068,AT_Pump_Hydro_Open,2050,1,338,338,inter_period_only,0.0
1069,1069,AT_Pump_Hydro_Open,2050,1,339,339,inter_period_only,0.0
1070,1070,AT_Pump_Hydro_Open,2050,1,340,340,inter_period_only,0.0
1071,1071,AT_Pump_Hydro_Open,2050,1,341,341,inter_period_only,0.0
1072,1072,AT_Pump_Hydro_Open,2050,1,342,342,inter_period_only,0.0
1073,1073,AT_Pump_Hydro_Open,2050,1,343,343,inter_period_only,0.0
1074,1074,AT_Pump_Hydro_Open,2050,1,344,344,inter_period_only,0.0
1075,1075,AT_Pump_Hydro_Open,2050,1,345,345,inter_period_only,0.0
1076,1076,AT_Pump_Hydro_Open,2050,1,346,346,inter_period_only,0.0
1077,1077,AT_Pump_Hydro_Open,2050,1,347,347,inter_period_only,0.0
1078,1078,AT_Pump_Hydro_Open,2050,1,348,348,inter_period_only,0.0
1079,1079,AT_Pump_Hydro_Open,2050,1,349,349,inter_period_only,0.0
1080,1080,AT_Pump_Hydro_Open,2050,1,350,350,inter_period_only,0.0
1081,1081,AT_Pump_Hydro_Open,2050,1,351,351,inter_period_only,0.0
1082,1082,AT_Pump_Hydro_Open,2050,1,352,352,inter_period_only,0.0
1083,1083,AT_Pump_Hydro_Open,2050,1,353,353,inter_period_only,0.0
1084,1084,AT_Pump_Hydro_Open,2050,1,354,354,inter_period_only,0.0
1085,1085,AT_Pump_Hydro_Open,2050,1,355,355,inter_period_only,0.0
1086,1086,AT_Pump_Hydro_Open,2050,1,356,356,inter_period_only,0.0
1087,1087,AT_Pump_Hydro_Open,2050,1,357,357,inter_period_only,0.0
1088,1088,AT_Pump_Hydro_Open,2050,1,358,358,inter_period_only,0.0
1089,1089,AT_Pump_Hydro_Open,2050,1,359,359,inter_period_only,0.0
1090,1090,AT_Pump_Hydro_Open,2050,1,360,360,inter_period_only,0.0
1091,1091,AT_Pump_Hydro_Open,2050,1,361,361,inter_period_only,0.0
1092,1092,AT_Pump_Hydro_Open,2050,1,362,362,inter_period_only,0.0
1093,1093,AT_Pump_Hydro_Open,2050,1,363,363,inter_period_only,0.0
1094,1094,AT_Pump_Hydro_Open,2050,1,364,364,inter_period_only,0.0
1095,1095,AT_Pump_Hydro_Open,2050,1,365,365,inter_period_only,0.0
1096,1096,BG_Hydro_Reservoir,2050,1,1,1,inter_period_only,0.0
1097,1097,BG_Hydro_Reservoir,2050,1,2,2,inter_period_only,0.0
1098,1098,BG_Hydro_Reservoir,2050,1,3,3,inter_period_only,0.0
1099,1099,BG_Hydro_Reservoir,2050,1,4,4,inter_period_only,0.0
1100,1100,BG_Hydro_Reservoir,2050,1,5,5,inter_period_only,0.0
1101,1101,BG_Hydro_Reservoir,2050,1,6,6,inter_period_only,0.0
1102,1102,BG_Hydro_Reservoir,2050,1,7,7,inter_period_only,0.0
1103,1103,BG_Hydro_Reservoir,2050,1,8,8,inter_period_only,0.0
1104,1104,BG_Hydro_Reservoir,2050,1,9,9,inter_period_only,0.0
1105,1105,BG_Hydro_Reservoir,2050,1,10,10,inter_period_only,0.0
1106,1106,BG_Hydro_Reservoir,2050,1,11,11,inter_period_only,0.0
1107,1107,BG_Hydro_Reservoir,2050,1,12,12,inter_period_only,0.0
1108,1108,BG_Hydro_Reservoir,2050,1,13,13,inter_period_only,0.0
1109,1109,BG_Hydro_Reservoir,2050,1,14,14,inter_period_only,0.0
1110,1110,BG_Hydro_Reservoir,2050,1,15,15,inter_period_only,0.0
1111,1111,BG_Hydro_Reservoir,2050,1,16,16,inter_period_only,0.0
1112,1112,BG_Hydro_Reservoir,2050,1,17,17,inter_period_only,0.0
1113,1113,BG_Hydro_Reservoir,2050,1,18,18,inter_period_only,0.0
1114,1114,BG_Hydro_Reservoir,2050,1,19,19,inter_period_only,0.0
1115,1115,BG_Hydro_Reservoir,2050,1,20,20,inter_period_only,0.0
1116,1116,BG_Hydro_Reservoir,2050,1,21,21,inter_period_only,0.0
1117,1117,BG_Hydro_Reservoir,2050,1,22,22,inter_period_only,0.0
1118,1118,BG_Hydro_Reservoir,2050,1,23,23,inter_period_only,0.0
1119,1119,BG_Hydro_Reservoir,2050,1,24,24,inter_period_only,0.0
1120,1120,BG_Hydro_Reservoir,2050,1,25,25,inter_period_only,0.0
1121,1121,BG_Hydro_Reservoir,2050,1,26,26,inter_period_only,0.0
1122,1122,BG_Hydro_Reservoir,2050,1,27,27,inter_period_only,0.0
1123,1123,BG_Hydro_Reservoir,2050,1,28,28,inter_period_only,0.0
1124,1124,BG_Hydro_Reservoir,2050,1,29,29,inter_period_only,0.0
1125,1125,BG_Hydro_Reservoir,2050,1,30,30,inter_period_only,0.0
1126,1126,BG_Hydro_Reservoir,2050,1,31,31,inter_period_only,0.0
1127,1127,BG_Hydro_Reservoir,2050,1,32,32,inter_period_only,0.0
1128,1128,BG_Hydro_Reservoir,2050,1,33,33,inter_period_only,0.0
1129,1129,BG_Hydro_Reservoir,2050,1,34,34,inter_period_only,0.0
1130,1130,BG_Hydro_Reservoir,2050,1,35,35,inter_period_only,0.0
1131,1131,BG_Hydro_Reservoir,2050,1,36,36,inter_period_only,0.0
1132,1132,BG_Hydro_Reservoir,2050,1,37,37,inter_period_only,0.0
1133,1133,BG_Hydro_Reservoir,2050,1,38,38,inter_period_only,0.0
1134,1134,BG_Hydro_Reservoir,2050,1,39,39,inter_period_only,0.0
1135,1135,BG_Hydro_Reservoir,2050,1,40,40,inter_period_only,0.0
1136,1136,BG_Hydro_Reservoir,2050,1,41,41,inter_period_only,0.0
1137,1137,BG_Hydro_Reservoir,2050,1,42,42,inter_period_only,0.0
1138,1138,BG_Hydro_Reservoir,2050,1,43,43,inter_period_only,0.0
1139,1139,BG_Hydro_Reservoir,2050,1,44,44,inter_period_only,0.0
1140,1140,BG_Hydro_Reservoir,2050,1,45,45,inter_period_only,0.0
1141,1141,BG_Hydro_Reservoir,2050,1,46,46,inter_period_only,0.0
1142,1142,BG_Hydro_Reservoir,2050,1,47,47,inter_period_only,0.0
1143,1143,BG_Hydro_Reservoir,2050,1,48,48,inter_period_only,0.0
1144,1144,BG_Hydro_Reservoir,2050,1,49,49,inter_period_only,0.0
1145,1145,BG_Hydro_Reservoir,2050,1,50,50,inter_period_only,0.0
1146,1146,BG_Hydro_Reservoir,2050,1,51,51,inter_period_only,0.0
1147,1147,BG_Hydro_Reservoir,2050,1,52,52,inter_period_only,0.0
1148,1148,BG_Hydro_Reservoir,2050,1,53,53,inter_period_only,0.0
1149,1149,BG_Hydro_Reservoir,2050,1,54,54,inter_period_only,0.0
1150,1150,BG_Hydro_Reservoir,2050,1,55,55,inter_period_only,0.0
1151,1151,BG_Hydro_Reservoir,2050,1,56,56,inter_period_only,0.0
1152,1152,BG_Hydro_Reservoir,2050,1,57,57,inter_period_only,0.0
1153,1153,BG_Hydro_Reservoir,2050,1,58,58,inter_period_only,0.0
1154,1154,BG_Hydro_Reservoir,2050,1,59,59,inter_period_only,0.0
1155,1155,BG_Hydro_Reservoir,2050,1,60,60,inter_period_only,0.0
1156,1156,BG_Hydro_Reservoir,2050,1,61,61,inter_period_only,0.0
1157,1157,BG_Hydro_Reservoir,2050,1,62,62,inter_period_only,0.0
1158,1158,BG_Hydro_Reservoir,2050,1,63,63,inter_period_only,0.0
1159,1159,BG_Hydro_Reservoir,2050,1,64,64,inter_period_only,0.0
1160,1160,BG_Hydro_Reservoir,2050,1,65,65,inter_period_only,0.0
1161,1161,BG_Hydro_Reservoir,2050,1,66,66,inter_period_only,0.0
1162,1162,BG_Hydro_Reservoir,2050,1,67,67,inter_period_only,0.0
1163,1163,BG_Hydro_Reservoir,2050,1,68,68,inter_period_only,0.0
1164,1164,BG_Hydro_Reservoir,2050,1,69,69,inter_period_only,0.0
1165,1165,BG_Hydro_Reservoir,2050,1,70,70,inter_period_only,0.0
1166,1166,BG_Hydro_Reservoir,2050,1,71,71,inter_period_only,0.0
1167,1167,BG_Hydro_Reservoir,2050,1,72,72,inter_period_only,0.0
1168,1168,BG_Hydro_Reservoir,2050,1,73,73,inter_period_only,0.0
1169,1169,BG_Hydro_Reservoir,2050,1,74,74,inter_period_only,0.0
1170,1170,BG_Hydro_Reservoir,2050,1,75,75,inter_period_only,0.0
1171,1171,BG_Hydro_Reservoir,2050,1,76,76,inter_period_only,0.0
1172,1172,BG_Hydro_Reservoir,2050,1,77,77,inter_period_only,0.0
1173,1173,BG_Hydro_Reservoir,2050,1,78,78,inter_period_only,0.0
1174,1174,BG_Hydro_Reservoir,2050,1,79,79,inter_period_only,0.0
1175,1175,BG_Hydro_Reservoir,2050,1,80,80,inter_period_only,0.0
1176,1176,BG_Hydro_Reservoir,2050,1,81,81,inter_period_only,0.0
1177,1177,BG_Hydro_Reservoir,2050,1,82,82,inter_period_only,0.0
1178,1178,BG_Hydro_Reservoir,2050,1,83,83,inter_period_only,0.0
1179,1179,BG_Hydro_Reservoir,2050,1,84,84,inter_period_only,0.0
1180,1180,BG_Hydro_Reservoir,2050,1,85,85,inter_period_only,0.0
1181,1181,BG_Hydro_Reservoir,2050,1,86,86,inter_period_only,0.0
1182,1182,BG_Hydro_Reservoir,2050,1,87,87,inter_period_only,0.0
1183,1183,BG_Hydro_Reservoir,2050,1,88,88,inter_period_only,0.0
1184,1184,BG_Hydro_Reservoir,2050,1,89,89,inter_period_only,0.0
1185,1185,BG_Hydro_Reservoir,2050,1,90,90,inter_period_only,0.0
1186,1186,BG_Hydro_Reservoir,2050,1,91,91,inter_period_only,0.0
1187,1187,BG_Hydro_Reservoir,2050,1,92,92,inter_period_only,0.0
1188,1188,BG_Hydro_Reservoir,2050,1,93,93,inter_period_only,0.0
1189,1189,BG_Hydro_Reservoir,2050,1,94,94,inter_period_only,0.0
1190,1190,BG_Hydro_Reservoir,2050,1,95,95,inter_period_only,0.0
1191,1191,BG_Hydro_Reservoir,2050,1,96,96,inter_period_only,0.0
1192,1192,BG_Hydro_Reservoir,2050,1,97,97,inter_period_only,0.0
1193,1193,BG_Hydro_Reservoir,2050,1,98,98,inter_period_only,0.0
1194,1194,BG_Hydro_Reservoir,2050,1,99,99,inter_period_only,0.0
1195,1195,BG_Hydro_Reservoir,2050,1,100,100,inter_period_only,0.0
1196,1196,BG_Hydro_Reservoir,2050,1,101,101,inter_period_only,0.0
1197,1197,BG_Hydro_Reservoir,2050,1,102,102,inter_period_only,0.0
1198,1198,BG_Hydro_Reservoir,2050,1,103,103,inter_period_only,0.0
1199,1199,BG_Hydro_Reservoir,2050,1,104,104,inter_period_only,0.0
1200,1200,BG_Hydro_Reservoir,2050,1,105,105,inter_period_only,0.0
1201,1201,BG_Hydro_Reservoir,2050,1,106,106,inter_period_only,0.0
1202,1202,BG_Hydro_Reservoir,2050,1,107,107,inter_period_only,0.0
1203,1203,BG_Hydro_Reservoir,2050,1,108,108,inter_period_only,0.0
1204,1204,BG_Hydro_Reservoir,2050,1,109,109,inter_period_only,0.0
1205,1205,BG_Hydro_Reservoir,2050,1,110,110,inter_period_only,0.0
1206,1206,BG_Hydro_Reservoir,2050,1,111,111,inter_period_only,0.0
1207,1207,BG_Hydro_Reservoir,2050,1,112,112,inter_period_only,0.0
1208,1208,BG_Hydro_Reservoir,2050,1,113,113,inter_period_only,0.0
1209,1209,BG_Hydro_Reservoir,2050,1,114,114,inter_period_only,0.0
1210,1210,BG_Hydro_Reservoir,2050,1,115,115,inter_period_only,0.0
1211,1211,BG_Hydro_Reservoir,2050,1,116,116,inter_period_only,0.0
1212,1212,BG_Hydro_Reservoir,2050,1,117,117,inter_period_only,0.0
1213,1213,BG_Hydro_Reservoir,2050,1,118,118,inter_period_only,0.0
1214,1214,BG_Hydro_Reservoir,2050,1,119,119,inter_period_only,0.0
1215,1215,BG_Hydro_Reservoir,2050,1,120,120,inter_period_only,0.0
1216,1216,BG_Hydro_Reservoir,2050,1,121,121,inter_period_only,0.0
1217,1217,BG_Hydro_Reservoir,2050,1,122,122,inter_period_only,0.0
1218,1218,BG_Hydro_Reservoir,2050,1,123,123,inter_period_only,0.0
1219,1219,BG_Hydro_Reservoir,2050,1,124,124,inter_period_only,0.0
1220,1220,BG_Hydro_Reservoir,2050,1,125,125,inter_period_only,0.0
1221,1221,BG_Hydro_Reservoir,2050,1,126,126,inter_period_only,0.0
1222,1222,BG_Hydro_Reservoir,2050,1,127,127,inter_period_only,0.0
1223,1223,BG_Hydro_Reservoir,2050,1,128,128,inter_period_only,0.0
1224,1224,BG_Hydro_Reservoir,2050,1,129,129,inter_period_only,0.0
1225,1225,BG_Hydro_Reservoir,2050,1,130,130,inter_period_only,0.0
1226,1226,BG_Hydro_Reservoir,2050,1,131,131,inter_period_only,0.0
1227,1227,BG_Hydro_Reservoir,2050,1,132,132,inter_period_only,0.0
1228,1228,BG_Hydro_Reservoir,2050,1,133,133,inter_period_only,0.0
1229,1229,BG_Hydro_Reservoir,2050,1,134,134,inter_period_only,0.0
1230,1230,BG_Hydro_Reservoir,2050,1,135,135,inter_period_only,0.0
1231,1231,BG_Hydro_Reservoir,2050,1,136,136,inter_period_only,0.0
1232,1232,BG_Hydro_Reservoir,2050,1,137,137,inter_period_only,0.0
1233,1233,BG_Hydro_Reservoir,2050,1,138,138,inter_period_only,0.0
1234,1234,BG_Hydro_Reservoir,2050,1,139,139,inter_period_only,0.0
1235,1235,BG_Hydro_Reservoir,2050,1,140,140,inter_period_only,0.0
1236,1236,BG_Hydro_Reservoir,2050,1,141,141,inter_period_only,0.0
1237,1237,BG_Hydro_Reservoir,2050,1,142,142,inter_period_only,0.0
1238,1238,BG_Hydro_Reservoir,2050,1,143,143,inter_period_only,0.0
1239,1239,BG_Hydro_Reservoir,2050,1,144,144,inter_period_only,0.0
1240,1240,BG_Hydro_Reservoir,2050,1,145,145,inter_period_only,0.0
1241,1241,BG_Hydro_Reservoir,2050,1,146,146,inter_period_only,0.0
1242,1242,BG_Hydro_Reservoir,2050,1,147,147,inter_period_only,0.0
1243,1243,BG_Hydro_Reservoir,2050,1,148,148,inter_period_only,0.0
1244,1244,BG_Hydro_Reservoir,2050,1,149,149,inter_period_only,0.0
1245,1245,BG_Hydro_Reservoir,2050,1,150,150,inter_period_only,0.0
1246,1246,BG_Hydro_Reservoir,2050,1,151,151,inter_period_only,0.0
1247,1247,BG_Hydro_Reservoir,2050,1,152,152,inter_period_only,0.0
1248,1248,BG_Hydro_Reservoir,2050,1,153,153,inter_period_only,0.0
1249,1249,BG_Hydro_Reservoir,2050,1,154,154,inter_period_only,0.0
1250,1250,BG_Hydro_Reservoir,2050,1,155,155,inter_period_only,0.0
1251,1251,BG_Hydro_Reservoir,2050,1,156,156,inter_period_only,0.0
1252,1252,BG_Hydro_Reservoir,2050,1,157,157,inter_period_only,0.0
1253,1253,BG_Hydro_Reservoir,2050,1,158,158,inter_period_only,0.0
1254,1254,BG_Hydro_Reservoir,2050,1,159,159,inter_period_only,0.0
1255,1255,BG_Hydro_Reservoir,2050,1,160,160,inter_period_only,0.0
1256,1256,BG_Hydro_Reservoir,2050,1,161,161,inter_period_only,0.0
1257,1257,BG_Hydro_Reservoir,2050,1,162,162,inter_period_only,0.0
1258,1258,BG_Hydro_Reservoir,2050,1,163,163,inter_period_only,0.0
1259,1259,BG_Hydro_Reservoir,2050,1,164,164,inter_period_only,0.0
1260,1260,BG_Hydro_Reservoir,2050,1,165,165,inter_period_only,0.0
1261,1261,BG_Hydro_Reservoir,2050,1,166,166,inter_period_only,0.0
1262,1262,BG_Hydro_Reservoir,2050,1,167,167,inter_period_only,0.0
1263,1263,BG_Hydro_Reservoir,2050,1,168,168,inter_period_only,0.0
1264,1264,BG_Hydro_Reservoir,2050,1,169,169,inter_period_only,0.0
1265,1265,BG_Hydro_Reservoir,2050,1,170,170,inter_period_only,0.0
1266,1266,BG_Hydro_Reservoir,2050,1,171,171,inter_period_only,0.0
1267,1267,BG_Hydro_Reservoir,2050,1,172,172,inter_period_only,0.0
1268,1268,BG_Hydro_Reservoir,2050,1,173,173,inter_period_only,0.0
1269,1269,BG_Hydro_Reservoir,2050,1,174,174,inter_period_only,0.0
1270,1270,BG_Hydro_Reservoir,2050,1,175,175,inter_period_only,0.0
1271,1271,BG_Hydro_Reservoir,2050,1,176,176,inter_period_only,0.0
1272,1272,BG_Hydro_Reservoir,2050,1,177,177,inter_period_only,0.0
1273,1273,BG_Hydro_Reservoir,2050,1,178,178,inter_period_only,0.0
1274,1274,BG_Hydro_Reservoir,2050,1,179,179,inter_period_only,0.0
1275,1275,BG_Hydro_Reservoir,2050,1,180,180,inter_period_only,0.0
1276,1276,BG_Hydro_Reservoir,2050,1,181,181,inter_period_only,0.0
1277,1277,BG_Hydro_Reservoir,2050,1,182,182,inter_period_only,0.0
1278,1278,BG_Hydro_Reservoir,2050,1,183,183,inter_period_only,0.0
1279,1279,BG_Hydro_Reservoir,2050,1,184,184,inter_period_only,0.0
1280,1280,BG_Hydro_Reservoir,2050,1,185,185,inter_period_only,0.0
1281,1281,BG_Hydro_Reservoir,2050,1,186,186,inter_period_only,0.0
1282,1282,BG_Hydro_Reservoir,2050,1,187,187,inter_period_only,0.0
1283,1283,BG_Hydro_Reservoir,2050,1,188,188,inter_period_only,0.0
1284,1284,BG_Hydro_Reservoir,2050,1,189,189,inter_period_only,0.0
1285,1285,BG_Hydro_Reservoir,2050,1,190,190,inter_period_only,0.0
1286,1286,BG_Hydro_Reservoir,2050,1,191,191,inter_period_only,0.0
1287,1287,BG_Hydro_Reservoir,2050,1,192,192,inter_period_only,0.0
1288,1288,BG_Hydro_Reservoir,2050,1,193,193,inter_period_only,0.0
1289,1289,BG_Hydro_Reservoir,2050,1,194,194,inter_period_only,0.0
1290,1290,BG_Hydro_Reservoir,2050,1,195,195,inter_period_only,0.0
1291,1291,BG_Hydro_Reservoir,2050,1,196,196,inter_period_only,0.0
1292,1292,BG_Hydro_Reservoir,2050,1,197,197,inter_period_only,0.0
1293,1293,BG_Hydro_Reservoir,2050,1,198,198,inter_period_only,0.0
1294,1294,BG_Hydro_Reservoir,2050,1,199,199,inter_period_only,0.0
1295,1295,BG_Hydro_Reservoir,2050,1,200,200,inter_period_only,0.0
1296,1296,BG_Hydro_Reservoir,2050,1,201,201,inter_period_only,0.0
1297,1297,BG_Hydro_Reservoir,2050,1,202,202,inter_period_only,0.0
1298,1298,BG_Hydro_Reservoir,2050,1,203,203,inter_period_only,0.0
1299,1299,BG_Hydro_Reservoir,2050,1,204,204,inter_period_only,0.0
1300,1300,BG_Hydro_Reservoir,2050,1,205,205,inter_period_only,0.0
1301,1301,BG_Hydro_Reservoir,2050,1,206,206,inter_period_only,0.0
1302,1302,BG_Hydro_Reservoir,2050,1,207,207,inter_period_only,0.0
1303,1303,BG_Hydro_Reservoir,2050,1,208,208,inter_period_only,0.0
1304,1304,BG_Hydro_Reservoir,2050,1,209,209,inter_period_only,0.0
1305,1305,BG_Hydro_Reservoir,2050,1,210,210,inter_period_only,0.0
1306,1306,BG_Hydro_Reservoir,2050,1,211,211,inter_period_only,0.0
1307,1307,BG_Hydro_Reservoir,2050,1,212,212,inter_period_only,0.0
1308,1308,BG_Hydro_Reservoir,2050,1,213,213,inter_period_only,0.0
1309,1309,BG_Hydro_Reservoir,2050,1,214,214,inter_period_only,0.0
1310,1310,BG_Hydro_Reservoir,2050,1,215,215,inter_period_only,0.0
1311,1311,BG_Hydro_Reservoir,2050,1,216,216,inter_period_only,0.0
1312,1312,BG_Hydro_Reservoir,2050,1,217,217,inter_period_only,0.0
1313,1313,BG_Hydro_Reservoir,2050,1,218,218,inter_period_only,0.0
1314,1314,BG_Hydro_Reservoir,2050,1,219,219,inter_period_only,0.0
1315,1315,BG_Hydro_Reservoir,2050,1,220,220,inter_period_only,0.0
1316,1316,BG_Hydro_Reservoir,2050,1,221,221,inter_period_only,0.0
1317,1317,BG_Hydro_Reservoir,2050,1,222,222,inter_period_only,0.0
1318,1318,BG_Hydro_Reservoir,2050,1,223,223,inter_period_only,0.0
1319,1319,BG_Hydro_Reservoir,2050,1,224,224,inter_period_only,0.0
1320,1320,BG_Hydro_Reservoir,2050,1,225,225,inter_period_only,0.0
1321,1321,BG_Hydro_Reservoir,2050,1,226,226,inter_period_only,0.0
1322,1322,BG_Hydro_Reservoir,2050,1,227,227,inter_period_only,0.0
1323,1323,BG_Hydro_Reservoir,2050,1,228,228,inter_period_only,0.0
1324,1324,BG_Hydro_Reservoir,2050,1,229,229,inter_period_only,0.0
1325,1325,BG_Hydro_Reservoir,2050,1,230,230,inter_period_only,0.0
1326,1326,BG_Hydro_Reservoir,2050,1,231,231,inter_period_only,0.0
1327,1327,BG_Hydro_Reservoir,2050,1,232,232,inter_period_only,0.0
1328,1328,BG_Hydro_Reservoir,2050,1,233,233,inter_period_only,0.0
1329,1329,BG_Hydro_Reservoir,2050,1,234,234,inter_period_only,0.0
1330,1330,BG_Hydro_Reservoir,2050,1,235,235,inter_period_only,0.0
1331,1331,BG_Hydro_Reservoir,2050,1,236,236,inter_period_only,0.0
1332,1332,BG_Hydro_Reservoir,2050,1,237,237,inter_period_only,0.0
1333,1333,BG_Hydro_Reservoir,2050,1,238,238,inter_period_only,0.0
1334,1334,BG_Hydro_Reservoir,2050,1,239,239,inter_period_only,0.0
1335,1335,BG_Hydro_Reservoir,2050,1,240,240,inter_period_only,0.0
1336,1336,BG_Hydro_Reservoir,2050,1,241,241,inter_period_only,0.0
1337,1337,BG_Hydro_Reservoir,2050,1,242,242,inter_period_only,0.0
1338,1338,BG_Hydro_Reservoir,2050,1,243,243,inter_period_only,0.0
1339,1339,BG_Hydro_Reservoir,2050,1,244,244,inter_period_only,0.0
1340,1340,BG_Hydro_Reservoir,2050,1,245,245,inter_period_only,0.0
1341,1341,BG_Hydro_Reservoir,2050,1,246,246,inter_period_only,0.0
1342,1342,BG_Hydro_Reservoir,2050,1,247,247,inter_period_only,0.0
1343,1343,BG_Hydro_Reservoir,2050,1,248,248,inter_period_only,0.0
1344,1344,BG_Hydro_Reservoir,2050,1,249,249,inter_period_only,0.0
1345,1345,BG_Hydro_Reservoir,2050,1,250,250,inter_period_only,0.0
1346,1346,BG_Hydro_Reservoir,2050,1,251,251,inter_period_only,0.0
1347,1347,BG_Hydro_Reservoir,2050,1,252,252,inter_period_only,0.0
1348,1348,BG_Hydro_Reservoir,2050,1,253,253,inter_period_only,0.0
1349,1349,BG_Hydro_Reservoir,2050,1,254,254,inter_period_only,0.0
1350,1350,BG_Hydro_Reservoir,2050,1,255,255,inter_period_only,0.0
1351,1351,BG_Hydro_Reservoir,2050,1,256,256,inter_period_only,0.0
1352,1352,BG_Hydro_Reservoir,2050,1,257,257,inter_period_only,0.0
1353,1353,BG_Hydro_Reservoir,2050,1,258,258,inter_period_only,0.0
1354,1354,BG_Hydro_Reservoir,2050,1,259,259,inter_period_only,0.0
1355,1355,BG_Hydro_Reservoir,2050,1,260,260,inter_period_only,0.0
1356,1356,BG_Hydro_Reservoir,2050,1,261,261,inter_period_only,0.0
1357,1357,BG_Hydro_Reservoir,2050,1,262,262,inter_period_only,0.0
1358,1358,BG_Hydro_Reservoir,2050,1,263,263,inter_period_only,0.0
1359,1359,BG_Hydro_Reservoir,2050,1,264,264,inter_period_only,0.0
1360,1360,BG_Hydro_Reservoir,2050,1,265,265,inter_period_only,0.0
1361,1361,BG_Hydro_Reservoir,2050,1,266,266,inter_period_only,0.0
1362,1362,BG_Hydro_Reservoir,2050,1,267,267,inter_period_only,0.0
1363,1363,BG_Hydro_Reservoir,2050,1,268,268,inter_period_only,0.0
1364,1364,BG_Hydro_Reservoir,2050,1,269,269,inter_period_only,0.0
1365,1365,BG_Hydro_Reservoir,2050,1,270,270,inter_period_only,0.0
1366,1366,BG_Hydro_Reservoir,2050,1,271,271,inter_period_only,0.0
1367,1367,BG_Hydro_Reservoir,2050,1,272,272,inter_period_only,0.0
1368,1368,BG_Hydro_Reservoir,2050,1,273,273,inter_period_only,0.0
1369,1369,BG_Hydro_Reservoir,2050,1,274,274,inter_period_only,0.0
1370,1370,BG_Hydro_Reservoir,2050,1,275,275,inter_period_only,0.0
