id,asset,milestone_year,scenario,period_block_start,period_block_end,solution
2444,CH_Pump_Hydro_Closed,2050,1,254,254,3.954984235765501
2445,CH_Pump_Hydro_Closed,2050,1,255,255,3.5343799300144667
2446,CH_Pump_Hydro_Closed,2050,1,256,256,3.2793978319245447
2447,CH_Pump_Hydro_Closed,2050,1,257,257,2.9402044709665915
2448,CH_Pump_Hydro_Closed,2050,1,258,258,2.5935076324951254
2449,CH_Pump_Hydro_Closed,2050,1,259,259,3.174081736367417
2450,CH_Pump_Hydro_Closed,2050,1,260,260,3.0315945608123727
2451,CH_Pump_Hydro_Closed,2050,1,261,261,2.2987954796372945
2452,CH_Pump_Hydro_Closed,2050,1,262,262,2.322702585562073
2453,CH_Pump_Hydro_Closed,2050,1,263,263,3.016273034500885
2454,CH_Pump_Hydro_Closed,2050,1,264,264,3.7098434834396965
2455,CH_Pump_Hydro_Closed,2050,1,265,265,4.2515726786426455
2456,CH_Pump_Hydro_Closed,2050,1,266,266,4.9104824383130605
2457,CH_Pump_Hydro_Closed,2050,1,267,267,5.491806082136702
2458,CH_Pump_Hydro_Closed,2050,1,268,268,6.083778086526037
2459,CH_Pump_Hydro_Closed,2050,1,269,269,6.777348535464848
2460,CH_Pump_Hydro_Closed,2050,1,270,270,7.391965290208761
2461,CH_Pump_Hydro_Closed,2050,1,271,271,7.959207844602926
2462,CH_Pump_Hydro_Closed,2050,1,272,272,8.573296044954535
2463,CH_Pump_Hydro_Closed,2050,1,273,273,8.975195455435024
2464,CH_Pump_Hydro_Closed,2050,1,274,274,8.285762785538752
2465,CH_Pump_Hydro_Closed,2050,1,275,275,7.332123733901997
2466,CH_Pump_Hydro_Closed,2050,1,276,276,8.025694182840809
2467,CH_Pump_Hydro_Closed,2050,1,277,277,8.71926463177962
2468,CH_Pump_Hydro_Closed,2050,1,278,278,9.361682339655033
2469,CH_Pump_Hydro_Closed,2050,1,279,279,8.684578285173874
2470,CH_Pump_Hydro_Closed,2050,1,280,280,8.235614440588126
2471,CH_Pump_Hydro_Closed,2050,1,281,281,8.696828649260468
2472,CH_Pump_Hydro_Closed,2050,1,282,282,9.390399098199278
2473,CH_Pump_Hydro_Closed,2050,1,283,283,10.08396954713809
2474,CH_Pump_Hydro_Closed,2050,1,284,284,10.691690901033521
2475,CH_Pump_Hydro_Closed,2050,1,285,285,11.23525839937007
2476,CH_Pump_Hydro_Closed,2050,1,286,286,11.391222959190927
2477,CH_Pump_Hydro_Closed,2050,1,287,287,11.525863132863243
2478,CH_Pump_Hydro_Closed,2050,1,288,288,11.01199491403364
2479,CH_Pump_Hydro_Closed,2050,1,289,289,10.62745620886751
2480,CH_Pump_Hydro_Closed,2050,1,290,290,11.321026657806321
2481,CH_Pump_Hydro_Closed,2050,1,291,291,12.014597106745132
2482,CH_Pump_Hydro_Closed,2050,1,292,292,12.708167555683943
2483,CH_Pump_Hydro_Closed,2050,1,293,293,13.401738004622754
2484,CH_Pump_Hydro_Closed,2050,1,294,294,13.99512938107558
2485,CH_Pump_Hydro_Closed,2050,1,295,295,13.747536918324839
2486,CH_Pump_Hydro_Closed,2050,1,296,296,13.153735676377412
2487,CH_Pump_Hydro_Closed,2050,1,297,297,13.704251893191792
2488,CH_Pump_Hydro_Closed,2050,1,298,298,13.100537844780067
2489,CH_Pump_Hydro_Closed,2050,1,299,299,13.513160644606664
2490,CH_Pump_Hydro_Closed,2050,1,300,300,13.955296120049212
2491,CH_Pump_Hydro_Closed,2050,1,301,301,14.17394710964646
2492,CH_Pump_Hydro_Closed,2050,1,302,302,14.810040641124397
2493,CH_Pump_Hydro_Closed,2050,1,303,303,15.421519141642225
2494,CH_Pump_Hydro_Closed,2050,1,304,304,15.697234809083644
2495,CH_Pump_Hydro_Closed,2050,1,305,305,15.314607933238948
2496,CH_Pump_Hydro_Closed,2050,1,306,306,15.113838777038808
2497,CH_Pump_Hydro_Closed,2050,1,307,307,15.7918711638819
2498,CH_Pump_Hydro_Closed,2050,1,308,308,16.48544161282071
2499,CH_Pump_Hydro_Closed,2050,1,309,309,17.172509499600174
2500,CH_Pump_Hydro_Closed,2050,1,310,310,17.74992232612697
2501,CH_Pump_Hydro_Closed,2050,1,311,311,17.925520095935646
2502,CH_Pump_Hydro_Closed,2050,1,312,312,17.842241095481057
2503,CH_Pump_Hydro_Closed,2050,1,313,313,18.149586484877705
2504,CH_Pump_Hydro_Closed,2050,1,314,314,18.36625488249978
2505,CH_Pump_Hydro_Closed,2050,1,315,315,18.33510271193771
2506,CH_Pump_Hydro_Closed,2050,1,316,316,18.24578226240734
2507,CH_Pump_Hydro_Closed,2050,1,317,317,18.394362677661352
2508,CH_Pump_Hydro_Closed,2050,1,318,318,18.701708067058
2509,CH_Pump_Hydro_Closed,2050,1,319,319,19.149539261122772
2510,CH_Pump_Hydro_Closed,2050,1,320,320,19.530564330935587
2511,CH_Pump_Hydro_Closed,2050,1,321,321,19.769210799432166
2512,CH_Pump_Hydro_Closed,2050,1,322,322,20.01258503522874
2513,CH_Pump_Hydro_Closed,2050,1,323,323,20.319930424625387
2514,CH_Pump_Hydro_Closed,2050,1,324,324,20.724164874497106
2515,CH_Pump_Hydro_Closed,2050,1,325,325,21.136248915368284
2516,CH_Pump_Hydro_Closed,2050,1,326,326,21.580957633420468
2517,CH_Pump_Hydro_Closed,2050,1,327,327,22.220901087476303
2518,CH_Pump_Hydro_Closed,2050,1,328,328,22.430944443496706
2519,CH_Pump_Hydro_Closed,2050,1,329,329,22.750486965138837
2520,CH_Pump_Hydro_Closed,2050,1,330,330,23.213981707813755
2521,CH_Pump_Hydro_Closed,2050,1,331,331,23.521327097210403
2522,CH_Pump_Hydro_Closed,2050,1,332,332,23.82867248660705
2523,CH_Pump_Hydro_Closed,2050,1,333,333,24.1360178760037
2524,CH_Pump_Hydro_Closed,2050,1,334,334,24.443363265400347
2525,CH_Pump_Hydro_Closed,2050,1,335,335,24.750708654796995
2526,CH_Pump_Hydro_Closed,2050,1,336,336,25.011544051593027
2527,CH_Pump_Hydro_Closed,2050,1,337,337,25.350626928731273
2528,CH_Pump_Hydro_Closed,2050,1,338,338,25.65797231812792
2529,CH_Pump_Hydro_Closed,2050,1,339,339,25.96531770752457
2530,CH_Pump_Hydro_Closed,2050,1,340,340,26.272663096921217
2531,CH_Pump_Hydro_Closed,2050,1,341,341,26.580008486317865
2532,CH_Pump_Hydro_Closed,2050,1,342,342,26.91416201578884
2533,CH_Pump_Hydro_Closed,2050,1,343,343,27.221507405185488
2534,CH_Pump_Hydro_Closed,2050,1,344,344,27.528852794582136
2535,CH_Pump_Hydro_Closed,2050,1,345,345,27.836198183978784
2536,CH_Pump_Hydro_Closed,2050,1,346,346,28.156369693386424
2537,CH_Pump_Hydro_Closed,2050,1,347,347,28.67934210971994
2538,CH_Pump_Hydro_Closed,2050,1,348,348,29.243872909409106
2539,CH_Pump_Hydro_Closed,2050,1,349,349,29.819758240983468
2540,CH_Pump_Hydro_Closed,2050,1,350,350,30.17935445429585
2541,CH_Pump_Hydro_Closed,2050,1,351,351,30.4866998436925
2542,CH_Pump_Hydro_Closed,2050,1,352,352,30.794045233089147
2543,CH_Pump_Hydro_Closed,2050,1,353,353,31.101390622485795
2544,CH_Pump_Hydro_Closed,2050,1,354,354,31.408736011882443
2545,CH_Pump_Hydro_Closed,2050,1,355,355,31.71608140127909
2546,CH_Pump_Hydro_Closed,2050,1,356,356,32.023426790675735
2547,CH_Pump_Hydro_Closed,2050,1,357,357,32.33077218007238
2548,CH_Pump_Hydro_Closed,2050,1,358,358,32.638117569469024
2549,CH_Pump_Hydro_Closed,2050,1,359,359,32.94546295886567
2550,CH_Pump_Hydro_Closed,2050,1,360,360,33.25688443293684
2551,CH_Pump_Hydro_Closed,2050,1,361,361,33.63501643632425
2552,CH_Pump_Hydro_Closed,2050,1,362,362,34.02592258328163
2553,CH_Pump_Hydro_Closed,2050,1,363,363,34.385309221206704
2554,CH_Pump_Hydro_Closed,2050,1,364,364,34.692654610603356
2555,CH_Pump_Hydro_Closed,2050,1,365,365,35.0
2556,CH_Pump_Hydro_Open,2050,1,1,1,5221.746151502414
2557,CH_Pump_Hydro_Open,2050,1,2,2,5163.4923030048285
2558,CH_Pump_Hydro_Open,2050,1,3,3,5105.238454507243
2559,CH_Pump_Hydro_Open,2050,1,4,4,5046.984606009657
2560,CH_Pump_Hydro_Open,2050,1,5,5,4999.948745488558
2561,CH_Pump_Hydro_Open,2050,1,6,6,4976.681990312298
2562,CH_Pump_Hydro_Open,2050,1,7,7,4918.428141814712
2563,CH_Pump_Hydro_Open,2050,1,8,8,4860.174293317126
2564,CH_Pump_Hydro_Open,2050,1,9,9,4801.9204448195405
2565,CH_Pump_Hydro_Open,2050,1,10,10,4743.666596321955
2566,CH_Pump_Hydro_Open,2050,1,11,11,4685.412747824369
2567,CH_Pump_Hydro_Open,2050,1,12,12,4627.158899326783
2568,CH_Pump_Hydro_Open,2050,1,13,13,4568.9050508291975
2569,CH_Pump_Hydro_Open,2050,1,14,14,4510.651202331612
2570,CH_Pump_Hydro_Open,2050,1,15,15,4452.397353834026
2571,CH_Pump_Hydro_Open,2050,1,16,16,4394.14350533644
2572,CH_Pump_Hydro_Open,2050,1,17,17,4335.8896568388545
2573,CH_Pump_Hydro_Open,2050,1,18,18,4325.078680571613
2574,CH_Pump_Hydro_Open,2050,1,19,19,4365.2508402746635
2575,CH_Pump_Hydro_Open,2050,1,20,20,4376.561629643378
2576,CH_Pump_Hydro_Open,2050,1,21,21,4387.780210060424
2577,CH_Pump_Hydro_Open,2050,1,22,22,4427.952369763474
2578,CH_Pump_Hydro_Open,2050,1,23,23,4439.677638312984
2579,CH_Pump_Hydro_Open,2050,1,24,24,4389.403014497358
2580,CH_Pump_Hydro_Open,2050,1,25,25,4391.007622473838
2581,CH_Pump_Hydro_Open,2050,1,26,26,4345.963344692944
2582,CH_Pump_Hydro_Open,2050,1,27,27,4319.954583613543
2583,CH_Pump_Hydro_Open,2050,1,28,28,4261.700735115957
2584,CH_Pump_Hydro_Open,2050,1,29,29,4203.4468866183715
2585,CH_Pump_Hydro_Open,2050,1,30,30,4145.193038120786
2586,CH_Pump_Hydro_Open,2050,1,31,31,4118.85776348982
2587,CH_Pump_Hydro_Open,2050,1,32,32,4061.8308485239063
2588,CH_Pump_Hydro_Open,2050,1,33,33,4041.325024663026
2589,CH_Pump_Hydro_Open,2050,1,34,34,4058.7928748996346
2590,CH_Pump_Hydro_Open,2050,1,35,35,4093.1705900622615
2591,CH_Pump_Hydro_Open,2050,1,36,36,4107.210661350023
2592,CH_Pump_Hydro_Open,2050,1,37,37,4048.956812852437
2593,CH_Pump_Hydro_Open,2050,1,38,38,3990.7029643548512
2594,CH_Pump_Hydro_Open,2050,1,39,39,3932.4491158572655
2595,CH_Pump_Hydro_Open,2050,1,40,40,3889.504125271417
2596,CH_Pump_Hydro_Open,2050,1,41,41,3873.3538857072303
2597,CH_Pump_Hydro_Open,2050,1,42,42,3893.0563760358677
2598,CH_Pump_Hydro_Open,2050,1,43,43,3901.187193355288
2599,CH_Pump_Hydro_Open,2050,1,44,44,3899.6295695490294
2600,CH_Pump_Hydro_Open,2050,1,45,45,3910.963197418911
2601,CH_Pump_Hydro_Open,2050,1,46,46,3864.9324341775377
2602,CH_Pump_Hydro_Open,2050,1,47,47,3817.7537744551687
2603,CH_Pump_Hydro_Open,2050,1,48,48,3766.6034595266533
2604,CH_Pump_Hydro_Open,2050,1,49,49,3712.76175221579
2605,CH_Pump_Hydro_Open,2050,1,50,50,3654.507903718204
2606,CH_Pump_Hydro_Open,2050,1,51,51,3605.7228289937348
2607,CH_Pump_Hydro_Open,2050,1,52,52,3572.3879021238954
2608,CH_Pump_Hydro_Open,2050,1,53,53,3528.3908402361603
2609,CH_Pump_Hydro_Open,2050,1,54,54,3470.1369917385746
2610,CH_Pump_Hydro_Open,2050,1,55,55,3422.0162554200933
2611,CH_Pump_Hydro_Open,2050,1,56,56,3430.1371306379947
2612,CH_Pump_Hydro_Open,2050,1,57,57,3423.055767422592
2613,CH_Pump_Hydro_Open,2050,1,58,58,3430.147699157759
2614,CH_Pump_Hydro_Open,2050,1,59,59,3418.5864174538524
2615,CH_Pump_Hydro_Open,2050,1,60,60,3360.3325689562666
2616,CH_Pump_Hydro_Open,2050,1,61,61,3302.078720458681
2617,CH_Pump_Hydro_Open,2050,1,62,62,3245.055997579962
2618,CH_Pump_Hydro_Open,2050,1,63,63,3224.4115550128345
2619,CH_Pump_Hydro_Open,2050,1,64,64,3223.8967417909457
2620,CH_Pump_Hydro_Open,2050,1,65,65,3171.9196346097056
2621,CH_Pump_Hydro_Open,2050,1,66,66,3113.66578611212
2622,CH_Pump_Hydro_Open,2050,1,67,67,3059.612703553485
2623,CH_Pump_Hydro_Open,2050,1,68,68,3052.4541570459755
2624,CH_Pump_Hydro_Open,2050,1,69,69,3033.8902161245296
2625,CH_Pump_Hydro_Open,2050,1,70,70,3036.32367445788
2626,CH_Pump_Hydro_Open,2050,1,71,71,3014.7104820206837
2627,CH_Pump_Hydro_Open,2050,1,72,72,2979.359365585781
2628,CH_Pump_Hydro_Open,2050,1,73,73,2945.2276636413344
2629,CH_Pump_Hydro_Open,2050,1,74,74,2904.224089892083
2630,CH_Pump_Hydro_Open,2050,1,75,75,2870.8037569677535
2631,CH_Pump_Hydro_Open,2050,1,76,76,2860.362303950591
2632,CH_Pump_Hydro_Open,2050,1,77,77,2885.1970578304163
2633,CH_Pump_Hydro_Open,2050,1,78,78,2911.102654737709
2634,CH_Pump_Hydro_Open,2050,1,79,79,2935.2006215225597
2635,CH_Pump_Hydro_Open,2050,1,80,80,2902.3541014069233
2636,CH_Pump_Hydro_Open,2050,1,81,81,2892.693454942299
2637,CH_Pump_Hydro_Open,2050,1,82,82,2864.7992433840836
2638,CH_Pump_Hydro_Open,2050,1,83,83,2889.219641427726
2639,CH_Pump_Hydro_Open,2050,1,84,84,2897.2769233574527
2640,CH_Pump_Hydro_Open,2050,1,85,85,2845.1699574013555
2641,CH_Pump_Hydro_Open,2050,1,86,86,2822.4768178450936
2642,CH_Pump_Hydro_Open,2050,1,87,87,2797.5390289257516
2643,CH_Pump_Hydro_Open,2050,1,88,88,2739.285180428166
2644,CH_Pump_Hydro_Open,2050,1,89,89,2681.03133193058
2645,CH_Pump_Hydro_Open,2050,1,90,90,2622.7774834329944
2646,CH_Pump_Hydro_Open,2050,1,91,91,2567.08802544456
2647,CH_Pump_Hydro_Open,2050,1,92,92,2531.7178531407185
2648,CH_Pump_Hydro_Open,2050,1,93,93,2555.824533035518
2649,CH_Pump_Hydro_Open,2050,1,94,94,2574.3243045816853
2650,CH_Pump_Hydro_Open,2050,1,95,95,2604.774975997808
2651,CH_Pump_Hydro_Open,2050,1,96,96,2631.1140785628363
2652,CH_Pump_Hydro_Open,2050,1,97,97,2623.2310519723283
2653,CH_Pump_Hydro_Open,2050,1,98,98,2627.5273034492197
2654,CH_Pump_Hydro_Open,2050,1,99,99,2633.8266072976007
2655,CH_Pump_Hydro_Open,2050,1,100,100,2652.2892108282113
2656,CH_Pump_Hydro_Open,2050,1,101,101,2642.524141211524
2657,CH_Pump_Hydro_Open,2050,1,102,102,2619.2956343035216
2658,CH_Pump_Hydro_Open,2050,1,103,103,2609.7847010033306
2659,CH_Pump_Hydro_Open,2050,1,104,104,2594.0980524198794
2660,CH_Pump_Hydro_Open,2050,1,105,105,2593.6116654183
2661,CH_Pump_Hydro_Open,2050,1,106,106,2596.1300156603124
2662,CH_Pump_Hydro_Open,2050,1,107,107,2592.4052148501532
2663,CH_Pump_Hydro_Open,2050,1,108,108,2595.821185799595
2664,CH_Pump_Hydro_Open,2050,1,109,109,2606.4442245249384
2665,CH_Pump_Hydro_Open,2050,1,110,110,2608.587334215137
2666,CH_Pump_Hydro_Open,2050,1,111,111,2623.243884760173
2667,CH_Pump_Hydro_Open,2050,1,112,112,2644.150403036
2668,CH_Pump_Hydro_Open,2050,1,113,113,2670.3038175537645
2669,CH_Pump_Hydro_Open,2050,1,114,114,2700.281178639181
2670,CH_Pump_Hydro_Open,2050,1,115,115,2723.8684441547853
2671,CH_Pump_Hydro_Open,2050,1,116,116,2762.7021076395836
2672,CH_Pump_Hydro_Open,2050,1,117,117,2802.7190313263
2673,CH_Pump_Hydro_Open,2050,1,118,118,2833.263048073432
2674,CH_Pump_Hydro_Open,2050,1,119,119,2840.896046758184
2675,CH_Pump_Hydro_Open,2050,1,120,120,2867.0494612759485
2676,CH_Pump_Hydro_Open,2050,1,121,121,2893.202875793713
2677,CH_Pump_Hydro_Open,2050,1,122,122,2919.356290311477
2678,CH_Pump_Hydro_Open,2050,1,123,123,2949.4095833295028
2679,CH_Pump_Hydro_Open,2050,1,124,124,2975.562997847267
2680,CH_Pump_Hydro_Open,2050,1,125,125,3001.7164123650314
2681,CH_Pump_Hydro_Open,2050,1,126,126,3022.1005187846326
2682,CH_Pump_Hydro_Open,2050,1,127,127,3048.253933302397
2683,CH_Pump_Hydro_Open,2050,1,128,128,3074.4073478201612
2684,CH_Pump_Hydro_Open,2050,1,129,129,3100.5607623379256
2685,CH_Pump_Hydro_Open,2050,1,130,130,3126.71417685569
2686,CH_Pump_Hydro_Open,2050,1,131,131,3152.867591373454
2687,CH_Pump_Hydro_Open,2050,1,132,132,3179.0210058912185
2688,CH_Pump_Hydro_Open,2050,1,133,133,3205.1744204089828
2689,CH_Pump_Hydro_Open,2050,1,134,134,3235.9451880354795
2690,CH_Pump_Hydro_Open,2050,1,135,135,3267.6004826634544
2691,CH_Pump_Hydro_Open,2050,1,136,136,3295.7495040238423
2692,CH_Pump_Hydro_Open,2050,1,137,137,3321.9029185416066
2693,CH_Pump_Hydro_Open,2050,1,138,138,3348.056333059371
2694,CH_Pump_Hydro_Open,2050,1,139,139,3374.209747577135
2695,CH_Pump_Hydro_Open,2050,1,140,140,3408.4093948318973
2696,CH_Pump_Hydro_Open,2050,1,141,141,3444.1756195136404
2697,CH_Pump_Hydro_Open,2050,1,142,142,3473.1150831282107
2698,CH_Pump_Hydro_Open,2050,1,143,143,3501.0456000023105
2699,CH_Pump_Hydro_Open,2050,1,144,144,3535.0771896433225
2700,CH_Pump_Hydro_Open,2050,1,145,145,3571.250556810703
2701,CH_Pump_Hydro_Open,2050,1,146,146,3601.7182491801864
2702,CH_Pump_Hydro_Open,2050,1,147,147,3629.894479199999
2703,CH_Pump_Hydro_Open,2050,1,148,148,3656.047893717763
2704,CH_Pump_Hydro_Open,2050,1,149,149,3684.3630855704737
2705,CH_Pump_Hydro_Open,2050,1,150,150,3710.516500088238
2706,CH_Pump_Hydro_Open,2050,1,151,151,3735.333950753417
2707,CH_Pump_Hydro_Open,2050,1,152,152,3761.4873652711813
2708,CH_Pump_Hydro_Open,2050,1,153,153,3787.6407797889456
2709,CH_Pump_Hydro_Open,2050,1,154,154,3813.79419430671
2710,CH_Pump_Hydro_Open,2050,1,155,155,3839.947608824474
2711,CH_Pump_Hydro_Open,2050,1,156,156,3868.566164225992
2712,CH_Pump_Hydro_Open,2050,1,157,157,3894.7195787437563
2713,CH_Pump_Hydro_Open,2050,1,158,158,3920.8729932615206
2714,CH_Pump_Hydro_Open,2050,1,159,159,3947.026407779285
2715,CH_Pump_Hydro_Open,2050,1,160,160,3976.916907976911
2716,CH_Pump_Hydro_Open,2050,1,161,161,4003.070322494675
2717,CH_Pump_Hydro_Open,2050,1,162,162,4033.2543560560316
2718,CH_Pump_Hydro_Open,2050,1,163,163,4069.0211860571553
2719,CH_Pump_Hydro_Open,2050,1,164,164,4105.787775588716
2720,CH_Pump_Hydro_Open,2050,1,165,165,4131.9411901064805
2721,CH_Pump_Hydro_Open,2050,1,166,166,4159.863837635471
2722,CH_Pump_Hydro_Open,2050,1,167,167,4194.892181559433
2723,CH_Pump_Hydro_Open,2050,1,168,168,4225.533943104796
2724,CH_Pump_Hydro_Open,2050,1,169,169,4246.563365920275
2725,CH_Pump_Hydro_Open,2050,1,170,170,4278.306095993071
2726,CH_Pump_Hydro_Open,2050,1,171,171,4318.478255696121
2727,CH_Pump_Hydro_Open,2050,1,172,172,4358.650415399171
2728,CH_Pump_Hydro_Open,2050,1,173,173,4398.045347426831
2729,CH_Pump_Hydro_Open,2050,1,174,174,4429.126969524529
2730,CH_Pump_Hydro_Open,2050,1,175,175,4455.280384042294
2731,CH_Pump_Hydro_Open,2050,1,176,176,4484.217269551744
2732,CH_Pump_Hydro_Open,2050,1,177,177,4522.281267709728
2733,CH_Pump_Hydro_Open,2050,1,178,178,4562.453427412778
2734,CH_Pump_Hydro_Open,2050,1,179,179,4602.625587115828
2735,CH_Pump_Hydro_Open,2050,1,180,180,4640.438254914285
2736,CH_Pump_Hydro_Open,2050,1,181,181,4678.991065535223
2737,CH_Pump_Hydro_Open,2050,1,182,182,4714.973569328324
2738,CH_Pump_Hydro_Open,2050,1,183,183,4749.250438922685
2739,CH_Pump_Hydro_Open,2050,1,184,184,4784.73807926458
2740,CH_Pump_Hydro_Open,2050,1,185,185,4822.3707637461575
2741,CH_Pump_Hydro_Open,2050,1,186,186,4862.542923449208
2742,CH_Pump_Hydro_Open,2050,1,187,187,4888.696337966972
2743,CH_Pump_Hydro_Open,2050,1,188,188,4914.849752484737
2744,CH_Pump_Hydro_Open,2050,1,189,189,4920.467713173026
2745,CH_Pump_Hydro_Open,2050,1,190,190,4936.095958357577
2746,CH_Pump_Hydro_Open,2050,1,191,191,4962.249372875342
2747,CH_Pump_Hydro_Open,2050,1,192,192,4998.2187693336045
2748,CH_Pump_Hydro_Open,2050,1,193,193,5038.241697571596
2749,CH_Pump_Hydro_Open,2050,1,194,194,5078.413857274646
2750,CH_Pump_Hydro_Open,2050,1,195,195,5118.586016977696
2751,CH_Pump_Hydro_Open,2050,1,196,196,5156.411550797182
2752,CH_Pump_Hydro_Open,2050,1,197,197,5193.415495264344
2753,CH_Pump_Hydro_Open,2050,1,198,198,5227.924915870948
2754,CH_Pump_Hydro_Open,2050,1,199,199,5255.943113023026
2755,CH_Pump_Hydro_Open,2050,1,200,200,5290.9374439151725
2756,CH_Pump_Hydro_Open,2050,1,201,201,5326.63832921616
2757,CH_Pump_Hydro_Open,2050,1,202,202,5356.754322761383
2758,CH_Pump_Hydro_Open,2050,1,203,203,5387.515644522212
2759,CH_Pump_Hydro_Open,2050,1,204,204,5419.65412807789
2760,CH_Pump_Hydro_Open,2050,1,205,205,5457.129063266112
2761,CH_Pump_Hydro_Open,2050,1,206,206,5474.097468876391
2762,CH_Pump_Hydro_Open,2050,1,207,207,5483.005618063797
2763,CH_Pump_Hydro_Open,2050,1,208,208,5498.172248456397
2764,CH_Pump_Hydro_Open,2050,1,209,209,5529.5971749002065
2765,CH_Pump_Hydro_Open,2050,1,210,210,5554.242935459322
2766,CH_Pump_Hydro_Open,2050,1,211,211,5585.063451404186
2767,CH_Pump_Hydro_Open,2050,1,212,212,5617.137310989655
2768,CH_Pump_Hydro_Open,2050,1,213,213,5655.624104323818
2769,CH_Pump_Hydro_Open,2050,1,214,214,5695.796264026868
2770,CH_Pump_Hydro_Open,2050,1,215,215,5735.685402911754
2771,CH_Pump_Hydro_Open,2050,1,216,216,5773.3442387145915
2772,CH_Pump_Hydro_Open,2050,1,217,217,5810.4320726437145
2773,CH_Pump_Hydro_Open,2050,1,218,218,5850.604232346765
2774,CH_Pump_Hydro_Open,2050,1,219,219,5890.776392049815
2775,CH_Pump_Hydro_Open,2050,1,220,220,5930.948551752865
2776,CH_Pump_Hydro_Open,2050,1,221,221,5971.120711455915
2777,CH_Pump_Hydro_Open,2050,1,222,222,6011.292871158965
2778,CH_Pump_Hydro_Open,2050,1,223,223,6051.465030862015
2779,CH_Pump_Hydro_Open,2050,1,224,224,6091.637190565065
2780,CH_Pump_Hydro_Open,2050,1,225,225,6127.819473408356
2781,CH_Pump_Hydro_Open,2050,1,226,226,6163.450377696859
2782,CH_Pump_Hydro_Open,2050,1,227,227,6199.427070414603
2783,CH_Pump_Hydro_Open,2050,1,228,228,6231.404158296015
2784,CH_Pump_Hydro_Open,2050,1,229,229,6257.568784421377
2785,CH_Pump_Hydro_Open,2050,1,230,230,6286.586075046491
2786,CH_Pump_Hydro_Open,2050,1,231,231,6324.584464904873
2787,CH_Pump_Hydro_Open,2050,1,232,232,6364.756624607923
2788,CH_Pump_Hydro_Open,2050,1,233,233,6404.928784310973
2789,CH_Pump_Hydro_Open,2050,1,234,234,6444.580788583565
2790,CH_Pump_Hydro_Open,2050,1,235,235,6461.218010248781
2791,CH_Pump_Hydro_Open,2050,1,236,236,6473.027437415656
2792,CH_Pump_Hydro_Open,2050,1,237,237,6469.739900601575
2793,CH_Pump_Hydro_Open,2050,1,238,238,6484.456868041766
2794,CH_Pump_Hydro_Open,2050,1,239,239,6492.247201790326
2795,CH_Pump_Hydro_Open,2050,1,240,240,6510.757795446954
2796,CH_Pump_Hydro_Open,2050,1,241,241,6541.919350598977
2797,CH_Pump_Hydro_Open,2050,1,242,242,6582.091510302027
2798,CH_Pump_Hydro_Open,2050,1,243,243,6622.263670005077
2799,CH_Pump_Hydro_Open,2050,1,244,244,6648.131880693395
2800,CH_Pump_Hydro_Open,2050,1,245,245,6674.110366672411
2801,CH_Pump_Hydro_Open,2050,1,246,246,6714.282526375461
2802,CH_Pump_Hydro_Open,2050,1,247,247,6754.454686078511
2803,CH_Pump_Hydro_Open,2050,1,248,248,6754.738170457333
2804,CH_Pump_Hydro_Open,2050,1,249,249,6761.868623848787
2805,CH_Pump_Hydro_Open,2050,1,250,250,6777.81636659977
2806,CH_Pump_Hydro_Open,2050,1,251,251,6808.57343708774
2807,CH_Pump_Hydro_Open,2050,1,252,252,6848.74559679079
2808,CH_Pump_Hydro_Open,2050,1,253,253,6888.91775649384
2809,CH_Pump_Hydro_Open,2050,1,254,254,6909.7670118980095
2810,CH_Pump_Hydro_Open,2050,1,255,255,6899.5423134831035
2811,CH_Pump_Hydro_Open,2050,1,256,256,6907.59278032337
2812,CH_Pump_Hydro_Open,2050,1,257,257,6882.095326127676
2813,CH_Pump_Hydro_Open,2050,1,258,258,6859.232804367136
2814,CH_Pump_Hydro_Open,2050,1,259,259,6870.608854363211
2815,CH_Pump_Hydro_Open,2050,1,260,260,6848.74549719148
2816,CH_Pump_Hydro_Open,2050,1,261,261,6843.189777600002
2817,CH_Pump_Hydro_Open,2050,1,262,262,6864.627890736449
2818,CH_Pump_Hydro_Open,2050,1,263,263,6904.8000504394995
2819,CH_Pump_Hydro_Open,2050,1,264,264,6944.97221014255
2820,CH_Pump_Hydro_Open,2050,1,265,265,6972.957762938794
2821,CH_Pump_Hydro_Open,2050,1,266,266,7004.2969554329975
2822,CH_Pump_Hydro_Open,2050,1,267,267,7015.864018993769
2823,CH_Pump_Hydro_Open,2050,1,268,268,7055.342164198241
2824,CH_Pump_Hydro_Open,2050,1,269,269,7095.514323901291
2825,CH_Pump_Hydro_Open,2050,1,270,270,7115.565839538652
2826,CH_Pump_Hydro_Open,2050,1,271,271,7123.5444631745195
2827,CH_Pump_Hydro_Open,2050,1,272,272,7143.461281443943
2828,CH_Pump_Hydro_Open,2050,1,273,273,7149.801855948661
2829,CH_Pump_Hydro_Open,2050,1,274,274,7142.049010095953
2830,CH_Pump_Hydro_Open,2050,1,275,275,7147.6819797301305
2831,CH_Pump_Hydro_Open,2050,1,276,276,7187.8541394331805
2832,CH_Pump_Hydro_Open,2050,1,277,277,7228.026299136231
2833,CH_Pump_Hydro_Open,2050,1,278,278,7255.162639471787
2834,CH_Pump_Hydro_Open,2050,1,279,279,7248.196240602247
2835,CH_Pump_Hydro_Open,2050,1,280,280,7244.46443975818
2836,CH_Pump_Hydro_Open,2050,1,281,281,7283.049384220929
