profile_name,year,period,timestep,value
availability-wind,2030,1,3919,0.351318565
availability-wind,2030,1,3920,0.442862541
availability-wind,2030,1,3921,0.576793867
availability-wind,2030,1,3922,0.765012328
availability-wind,2030,1,3923,0.795735074
availability-wind,2030,1,3924,0.831083374
availability-wind,2030,1,3925,0.752675022
availability-wind,2030,1,3926,0.691459203
availability-wind,2030,1,3927,0.80369163
availability-wind,2030,1,3928,0.920307043
availability-wind,2030,1,3929,0.753999064
availability-wind,2030,1,3930,0.783088271
availability-wind,2030,1,3931,0.675100567
availability-wind,2030,1,3932,0.479064387
availability-wind,2030,1,3933,0.407540771
availability-wind,2030,1,3934,0.293992709
availability-wind,2030,1,3935,0.225214781
availability-wind,2030,1,3936,0.120677614
availability-wind,2030,1,3937,0.071093453
availability-wind,2030,1,3938,0.069569289
availability-wind,2030,1,3939,0.051839462
availability-wind,2030,1,3940,0.045127661
availability-wind,2030,1,3941,0.036583067
availability-wind,2030,1,3942,0.019278442
availability-wind,2030,1,3943,0.012234293
availability-wind,2030,1,3944,0.011084708
availability-wind,2030,1,3945,0.048162435
availability-wind,2030,1,3946,0.032524974
availability-wind,2030,1,3947,0.016086016
availability-wind,2030,1,3948,0.025558477
availability-wind,2030,1,3949,0.040225717
availability-wind,2030,1,3950,0.078152515
availability-wind,2030,1,3951,0.088717552
availability-wind,2030,1,3952,0.079633919
availability-wind,2030,1,3953,0.112654319
availability-wind,2030,1,3954,0.282991729
availability-wind,2030,1,3955,0.348847562
availability-wind,2030,1,3956,0.389744741
availability-wind,2030,1,3957,0.331769751
availability-wind,2030,1,3958,0.335485826
availability-wind,2030,1,3959,0.340337992
availability-wind,2030,1,3960,0.289026265
availability-wind,2030,1,3961,0.29134299
availability-wind,2030,1,3962,0.307413305
availability-wind,2030,1,3963,0.279412429
availability-wind,2030,1,3964,0.337541418
availability-wind,2030,1,3965,0.302623734
availability-wind,2030,1,3966,0.299373203
availability-wind,2030,1,3967,0.273998189
availability-wind,2030,1,3968,0.288971901
availability-wind,2030,1,3969,0.205754485
availability-wind,2030,1,3970,0.13329101
availability-wind,2030,1,3971,0.096320921
availability-wind,2030,1,3972,0.102146217
availability-wind,2030,1,3973,0.13123156
availability-wind,2030,1,3974,0.128860146
availability-wind,2030,1,3975,0.173771829
availability-wind,2030,1,3976,0.21881698
availability-wind,2030,1,3977,0.250036991
availability-wind,2030,1,3978,0.219902634
availability-wind,2030,1,3979,0.196561134
availability-wind,2030,1,3980,0.166237588
availability-wind,2030,1,3981,0.117325194
availability-wind,2030,1,3982,0.129128115
availability-wind,2030,1,3983,0.100067489
availability-wind,2030,1,3984,0.067516939
availability-wind,2030,1,3985,0.056938908
availability-wind,2030,1,3986,0.053712258
availability-wind,2030,1,3987,0.060098218
availability-wind,2030,1,3988,0.081196046
availability-wind,2030,1,3989,0.104461956
availability-wind,2030,1,3990,0.197861218
availability-wind,2030,1,3991,0.183108183
availability-wind,2030,1,3992,0.202808567
availability-wind,2030,1,3993,0.14162422
availability-wind,2030,1,3994,0.121165163
availability-wind,2030,1,3995,0.090201483
availability-wind,2030,1,3996,0.061464938
availability-wind,2030,1,3997,0.041067421
availability-wind,2030,1,3998,0.036996185
availability-wind,2030,1,3999,0.038381077
availability-wind,2030,1,4000,0.042719429
availability-wind,2030,1,4001,0.023396144
availability-wind,2030,1,4002,0.032490241
availability-wind,2030,1,4003,0.025083609
availability-wind,2030,1,4004,0.027896011
availability-wind,2030,1,4005,0.042693044
availability-wind,2030,1,4006,0.088797219
availability-wind,2030,1,4007,0.125779162
availability-wind,2030,1,4008,0.194612546
availability-wind,2030,1,4009,0.330321222
availability-wind,2030,1,4010,0.501376259
availability-wind,2030,1,4011,0.615041648
availability-wind,2030,1,4012,0.729609955
availability-wind,2030,1,4013,0.810635935
availability-wind,2030,1,4014,0.848852625
availability-wind,2030,1,4015,0.888555902
availability-wind,2030,1,4016,0.888194743
availability-wind,2030,1,4017,0.856419812
availability-wind,2030,1,4018,0.87994867
availability-wind,2030,1,4019,0.937461456
availability-wind,2030,1,4020,0.957394234
availability-wind,2030,1,4021,0.948477482
availability-wind,2030,1,4022,0.930726712
availability-wind,2030,1,4023,0.806338955
availability-wind,2030,1,4024,0.791615156
availability-wind,2030,1,4025,0.770132766
availability-wind,2030,1,4026,0.74695869
availability-wind,2030,1,4027,0.701266901
availability-wind,2030,1,4028,0.590843237
availability-wind,2030,1,4029,0.529539019
availability-wind,2030,1,4030,0.508637871
availability-wind,2030,1,4031,0.475322523
availability-wind,2030,1,4032,0.441043105
availability-wind,2030,1,4033,0.621508488
availability-wind,2030,1,4034,0.7910792
availability-wind,2030,1,4035,0.797480972
availability-wind,2030,1,4036,0.778477142
availability-wind,2030,1,4037,0.683288488
availability-wind,2030,1,4038,0.529910097
availability-wind,2030,1,4039,0.470539482
availability-wind,2030,1,4040,0.395606137
availability-wind,2030,1,4041,0.323380537
availability-wind,2030,1,4042,0.501258196
availability-wind,2030,1,4043,0.481087137
availability-wind,2030,1,4044,0.523093115
availability-wind,2030,1,4045,0.596758231
availability-wind,2030,1,4046,0.540278706
availability-wind,2030,1,4047,0.621042115
availability-wind,2030,1,4048,0.624042026
availability-wind,2030,1,4049,0.588535581
availability-wind,2030,1,4050,0.566350666
availability-wind,2030,1,4051,0.580244191
availability-wind,2030,1,4052,0.667837937
availability-wind,2030,1,4053,0.644027453
availability-wind,2030,1,4054,0.582302956
availability-wind,2030,1,4055,0.656003301
availability-wind,2030,1,4056,0.61347196
availability-wind,2030,1,4057,0.637324671
availability-wind,2030,1,4058,0.566314314
availability-wind,2030,1,4059,0.522586997
availability-wind,2030,1,4060,0.44031466
availability-wind,2030,1,4061,0.431746464
availability-wind,2030,1,4062,0.471584351
availability-wind,2030,1,4063,0.440685613
availability-wind,2030,1,4064,0.436458867
availability-wind,2030,1,4065,0.459641907
availability-wind,2030,1,4066,0.370486034
availability-wind,2030,1,4067,0.434986202
availability-wind,2030,1,4068,0.474572303
availability-wind,2030,1,4069,0.490093525
availability-wind,2030,1,4070,0.543086369
availability-wind,2030,1,4071,0.516126202
availability-wind,2030,1,4072,0.492337117
availability-wind,2030,1,4073,0.415912362
availability-wind,2030,1,4074,0.421745179
availability-wind,2030,1,4075,0.3907156
availability-wind,2030,1,4076,0.442539088
availability-wind,2030,1,4077,0.396969895
availability-wind,2030,1,4078,0.376650985
availability-wind,2030,1,4079,0.329064802
availability-wind,2030,1,4080,0.393045175
availability-wind,2030,1,4081,0.346567185
availability-wind,2030,1,4082,0.328031275
availability-wind,2030,1,4083,0.295065157
availability-wind,2030,1,4084,0.281964865
availability-wind,2030,1,4085,0.189880807
availability-wind,2030,1,4086,0.17324954
availability-wind,2030,1,4087,0.149590101
availability-wind,2030,1,4088,0.108257072
availability-wind,2030,1,4089,0.065065874
availability-wind,2030,1,4090,0.049548037
availability-wind,2030,1,4091,0.025185675
availability-wind,2030,1,4092,0.024193699
availability-wind,2030,1,4093,0.024443284
availability-wind,2030,1,4094,0.019103544
availability-wind,2030,1,4095,0.023013513
availability-wind,2030,1,4096,0.025224045
availability-wind,2030,1,4097,0.033056908
availability-wind,2030,1,4098,0.047291315
availability-wind,2030,1,4099,0.055718229
availability-wind,2030,1,4100,0.027361931
availability-wind,2030,1,4101,0.023786954
availability-wind,2030,1,4102,0.041301179
availability-wind,2030,1,4103,0.059031881
availability-wind,2030,1,4104,0.069872503
availability-wind,2030,1,4105,0.079204525
availability-wind,2030,1,4106,0.080248982
availability-wind,2030,1,4107,0.131463256
availability-wind,2030,1,4108,0.198071067
availability-wind,2030,1,4109,0.247119685
availability-wind,2030,1,4110,0.335340178
availability-wind,2030,1,4111,0.407822265
availability-wind,2030,1,4112,0.367908655
availability-wind,2030,1,4113,0.294841298
availability-wind,2030,1,4114,0.345893775
availability-wind,2030,1,4115,0.395863638
availability-wind,2030,1,4116,0.442026464
availability-wind,2030,1,4117,0.380912367
availability-wind,2030,1,4118,0.449497372
availability-wind,2030,1,4119,0.405712141
availability-wind,2030,1,4120,0.526327886
availability-wind,2030,1,4121,0.470170321
availability-wind,2030,1,4122,0.504832933
availability-wind,2030,1,4123,0.482083782
availability-wind,2030,1,4124,0.323577249
availability-wind,2030,1,4125,0.413582898
availability-wind,2030,1,4126,0.338179123
availability-wind,2030,1,4127,0.27411187
availability-wind,2030,1,4128,0.448492892
availability-wind,2030,1,4129,0.467532225
availability-wind,2030,1,4130,0.386353083
availability-wind,2030,1,4131,0.332236363
availability-wind,2030,1,4132,0.290358777
availability-wind,2030,1,4133,0.316607831
availability-wind,2030,1,4134,0.212503811
availability-wind,2030,1,4135,0.317627599
availability-wind,2030,1,4136,0.30110573
availability-wind,2030,1,4137,0.150346504
availability-wind,2030,1,4138,0.165262407
availability-wind,2030,1,4139,0.177605102
availability-wind,2030,1,4140,0.195043914
availability-wind,2030,1,4141,0.182888155
availability-wind,2030,1,4142,0.166474548
availability-wind,2030,1,4143,0.120438762
availability-wind,2030,1,4144,0.113505868
availability-wind,2030,1,4145,0.095538394
availability-wind,2030,1,4146,0.091371434
availability-wind,2030,1,4147,0.063616927
availability-wind,2030,1,4148,0.063705236
availability-wind,2030,1,4149,0.046906696
availability-wind,2030,1,4150,0.08098463
availability-wind,2030,1,4151,0.143375714
availability-wind,2030,1,4152,0.20322739
availability-wind,2030,1,4153,0.321632128
availability-wind,2030,1,4154,0.500498211
availability-wind,2030,1,4155,0.555445417
availability-wind,2030,1,4156,0.486079441
availability-wind,2030,1,4157,0.456968165
availability-wind,2030,1,4158,0.69489879
availability-wind,2030,1,4159,0.746757793
availability-wind,2030,1,4160,0.859140198
availability-wind,2030,1,4161,0.873872871
availability-wind,2030,1,4162,0.893851349
availability-wind,2030,1,4163,0.896073438
availability-wind,2030,1,4164,0.908384375
availability-wind,2030,1,4165,0.879228572
availability-wind,2030,1,4166,0.814696997
availability-wind,2030,1,4167,0.825306542
availability-wind,2030,1,4168,0.875895881
availability-wind,2030,1,4169,0.853147868
availability-wind,2030,1,4170,0.781358706
availability-wind,2030,1,4171,0.710444045
availability-wind,2030,1,4172,0.619201434
availability-wind,2030,1,4173,0.553739666
availability-wind,2030,1,4174,0.465889037
availability-wind,2030,1,4175,0.372925169
availability-wind,2030,1,4176,0.363436159
availability-wind,2030,1,4177,0.361593867
availability-wind,2030,1,4178,0.291068113
availability-wind,2030,1,4179,0.276471167
availability-wind,2030,1,4180,0.294982114
availability-wind,2030,1,4181,0.33689847
availability-wind,2030,1,4182,0.342527893
availability-wind,2030,1,4183,0.275322935
availability-wind,2030,1,4184,0.211203312
availability-wind,2030,1,4185,0.245737866
availability-wind,2030,1,4186,0.350670487
availability-wind,2030,1,4187,0.549304239
availability-wind,2030,1,4188,0.470205538
availability-wind,2030,1,4189,0.415376208
availability-wind,2030,1,4190,0.457666328
availability-wind,2030,1,4191,0.441331876
availability-wind,2030,1,4192,0.30957826
availability-wind,2030,1,4193,0.261470618
availability-wind,2030,1,4194,0.201504221
availability-wind,2030,1,4195,0.144065278
availability-wind,2030,1,4196,0.078217624
availability-wind,2030,1,4197,0.04393902
availability-wind,2030,1,4198,0.046517406
availability-wind,2030,1,4199,0.067011818
availability-wind,2030,1,4200,0.110187365
availability-wind,2030,1,4201,0.117859484
availability-wind,2030,1,4202,0.076153932
availability-wind,2030,1,4203,0.095158181
availability-wind,2030,1,4204,0.099295834
availability-wind,2030,1,4205,0.119404176
availability-wind,2030,1,4206,0.08536824
availability-wind,2030,1,4207,0.105422424
availability-wind,2030,1,4208,0.104397427
availability-wind,2030,1,4209,0.081338737
availability-wind,2030,1,4210,0.05092056
availability-wind,2030,1,4211,0.029431252
availability-wind,2030,1,4212,0.017372497
availability-wind,2030,1,4213,0.011923018
availability-wind,2030,1,4214,0.010426236
availability-wind,2030,1,4215,0.00193943
availability-wind,2030,1,4216,0.001316327
availability-wind,2030,1,4217,0.003109922
availability-wind,2030,1,4218,0.011048034
availability-wind,2030,1,4219,0.020014157
availability-wind,2030,1,4220,0.011408558
availability-wind,2030,1,4221,0.003007437
availability-wind,2030,1,4222,0.005959631
availability-wind,2030,1,4223,0.001949113
availability-wind,2030,1,4224,0.01702095
availability-wind,2030,1,4225,0.03421653
availability-wind,2030,1,4226,0.047873385
availability-wind,2030,1,4227,0.065073503
availability-wind,2030,1,4228,0.09824774
availability-wind,2030,1,4229,0.141288328
availability-wind,2030,1,4230,0.178065778
availability-wind,2030,1,4231,0.206034726
availability-wind,2030,1,4232,0.237466222
availability-wind,2030,1,4233,0.225354777
availability-wind,2030,1,4234,0.202786529
availability-wind,2030,1,4235,0.294818357
availability-wind,2030,1,4236,0.350414466
availability-wind,2030,1,4237,0.354880747
availability-wind,2030,1,4238,0.253832563
availability-wind,2030,1,4239,0.252224599
availability-wind,2030,1,4240,0.326478914
availability-wind,2030,1,4241,0.285067193
availability-wind,2030,1,4242,0.356636151
availability-wind,2030,1,4243,0.423384001
availability-wind,2030,1,4244,0.252020016
availability-wind,2030,1,4245,0.28021931
availability-wind,2030,1,4246,0.259801514
availability-wind,2030,1,4247,0.15067145
availability-wind,2030,1,4248,0.12390506
availability-wind,2030,1,4249,0.202404369
availability-wind,2030,1,4250,0.295472927
availability-wind,2030,1,4251,0.501603518
availability-wind,2030,1,4252,0.502044017
availability-wind,2030,1,4253,0.443063325
availability-wind,2030,1,4254,0.475265829
availability-wind,2030,1,4255,0.556535067
availability-wind,2030,1,4256,0.59035904
availability-wind,2030,1,4257,0.599661051
availability-wind,2030,1,4258,0.565806221
availability-wind,2030,1,4259,0.500895027
availability-wind,2030,1,4260,0.416934101
availability-wind,2030,1,4261,0.472949306
availability-wind,2030,1,4262,0.38915866
availability-wind,2030,1,4263,0.384872942
availability-wind,2030,1,4264,0.341859761
availability-wind,2030,1,4265,0.240018251
availability-wind,2030,1,4266,0.201741817
availability-wind,2030,1,4267,0.160737304
availability-wind,2030,1,4268,0.170035906
availability-wind,2030,1,4269,0.14170276
availability-wind,2030,1,4270,0.15176007
availability-wind,2030,1,4271,0.127268019
availability-wind,2030,1,4272,0.155521519
availability-wind,2030,1,4273,0.234901888
availability-wind,2030,1,4274,0.291568482
availability-wind,2030,1,4275,0.42258412
availability-wind,2030,1,4276,0.350300496
availability-wind,2030,1,4277,0.299750904
availability-wind,2030,1,4278,0.334603349
availability-wind,2030,1,4279,0.43624096
availability-wind,2030,1,4280,0.539241952
availability-wind,2030,1,4281,0.552845736
availability-wind,2030,1,4282,0.519615435
availability-wind,2030,1,4283,0.712767216
availability-wind,2030,1,4284,0.567634062
availability-wind,2030,1,4285,0.668906813
availability-wind,2030,1,4286,0.645119261
availability-wind,2030,1,4287,0.587186483
availability-wind,2030,1,4288,0.661672067
availability-wind,2030,1,4289,0.584977546
availability-wind,2030,1,4290,0.635331835
availability-wind,2030,1,4291,0.641929307
availability-wind,2030,1,4292,0.718517432
availability-wind,2030,1,4293,0.6958879
availability-wind,2030,1,4294,0.668294656
availability-wind,2030,1,4295,0.520949015
availability-wind,2030,1,4296,0.438763569
availability-wind,2030,1,4297,0.42732506
availability-wind,2030,1,4298,0.379434777
availability-wind,2030,1,4299,0.326936323
availability-wind,2030,1,4300,0.297193307
availability-wind,2030,1,4301,0.260773101
availability-wind,2030,1,4302,0.184009822
availability-wind,2030,1,4303,0.213056349
availability-wind,2030,1,4304,0.135638507
availability-wind,2030,1,4305,0.090169043
availability-wind,2030,1,4306,0.059273055
availability-wind,2030,1,4307,0.046077808
availability-wind,2030,1,4308,0.051177289
availability-wind,2030,1,4309,0.048136662
availability-wind,2030,1,4310,0.047951745
availability-wind,2030,1,4311,0.053071526
availability-wind,2030,1,4312,0.053477317
availability-wind,2030,1,4313,0.051302754
availability-wind,2030,1,4314,0.047714277
availability-wind,2030,1,4315,0.044526482
availability-wind,2030,1,4316,0.034852998
availability-wind,2030,1,4317,0.022339946
availability-wind,2030,1,4318,0.024283285
availability-wind,2030,1,4319,0.020997658
availability-wind,2030,1,4320,0.015080961
availability-wind,2030,1,4321,0.015084781
availability-wind,2030,1,4322,0.026925377
availability-wind,2030,1,4323,0.031470052
availability-wind,2030,1,4324,0.024682636
availability-wind,2030,1,4325,0.024504774
availability-wind,2030,1,4326,0.021741527
availability-wind,2030,1,4327,0.035703875
availability-wind,2030,1,4328,0.045654223
availability-wind,2030,1,4329,0.045761706
availability-wind,2030,1,4330,0.047576777
availability-wind,2030,1,4331,0.051421423
availability-wind,2030,1,4332,0.061412194
availability-wind,2030,1,4333,0.044422516
availability-wind,2030,1,4334,0.05083208
availability-wind,2030,1,4335,0.074584532
availability-wind,2030,1,4336,0.110936048
availability-wind,2030,1,4337,0.16239321
availability-wind,2030,1,4338,0.277398579
availability-wind,2030,1,4339,0.433260786
availability-wind,2030,1,4340,0.557349014
availability-wind,2030,1,4341,0.655625966
availability-wind,2030,1,4342,0.757657604
availability-wind,2030,1,4343,0.796897172
availability-wind,2030,1,4344,0.864805961
availability-wind,2030,1,4345,0.899567726
availability-wind,2030,1,4346,0.920465587
availability-wind,2030,1,4347,0.901584377
availability-wind,2030,1,4348,0.911789764
availability-wind,2030,1,4349,0.899224314
availability-wind,2030,1,4350,0.918270479
availability-wind,2030,1,4351,0.926993001
availability-wind,2030,1,4352,0.865876776
availability-wind,2030,1,4353,0.851149236
availability-wind,2030,1,4354,0.850205333
availability-wind,2030,1,4355,0.818616612
availability-wind,2030,1,4356,0.78350119
availability-wind,2030,1,4357,0.807677158
availability-wind,2030,1,4358,0.831944817
availability-wind,2030,1,4359,0.833424242
availability-wind,2030,1,4360,0.823015804
availability-wind,2030,1,4361,0.812767885
availability-wind,2030,1,4362,0.72201907
availability-wind,2030,1,4363,0.73945528
availability-wind,2030,1,4364,0.859209879
availability-wind,2030,1,4365,0.916857728
availability-wind,2030,1,4366,0.940383968
availability-wind,2030,1,4367,0.956651528
availability-wind,2030,1,4368,0.970287841
availability-wind,2030,1,4369,0.959872458
availability-wind,2030,1,4370,0.971229495
availability-wind,2030,1,4371,0.960808402
availability-wind,2030,1,4372,0.928205909
availability-wind,2030,1,4373,0.677392122
availability-wind,2030,1,4374,0.646209232
availability-wind,2030,1,4375,0.629504335
availability-wind,2030,1,4376,0.622976656
availability-wind,2030,1,4377,0.549534898
availability-wind,2030,1,4378,0.383481831
availability-wind,2030,1,4379,0.234638474
availability-wind,2030,1,4380,0.246725224
availability-wind,2030,1,4381,0.252324263
availability-wind,2030,1,4382,0.222693728
availability-wind,2030,1,4383,0.307729437
availability-wind,2030,1,4384,0.557015724
availability-wind,2030,1,4385,0.175155389
availability-wind,2030,1,4386,0.281266058
availability-wind,2030,1,4387,0.084578448
availability-wind,2030,1,4388,0.092025287
availability-wind,2030,1,4389,0.156438881
availability-wind,2030,1,4390,0.304812215
availability-wind,2030,1,4391,0.170816783
availability-wind,2030,1,4392,0.173789096
availability-wind,2030,1,4393,0.037829081
availability-wind,2030,1,4394,0.075612021
availability-wind,2030,1,4395,0.080398477
availability-wind,2030,1,4396,0.075991008
availability-wind,2030,1,4397,0.132584739
availability-wind,2030,1,4398,0.198785575
availability-wind,2030,1,4399,0.169475117
availability-wind,2030,1,4400,0.134162455
availability-wind,2030,1,4401,0.139921309
availability-wind,2030,1,4402,0.166352223
availability-wind,2030,1,4403,0.138701511
availability-wind,2030,1,4404,0.096473227
availability-wind,2030,1,4405,0.080810686
availability-wind,2030,1,4406,0.102146739
availability-wind,2030,1,4407,0.112660357
availability-wind,2030,1,4408,0.156238781
availability-wind,2030,1,4409,0.230086172
availability-wind,2030,1,4410,0.277348859
availability-wind,2030,1,4411,0.302610457
availability-wind,2030,1,4412,0.319733855
availability-wind,2030,1,4413,0.390289151
availability-wind,2030,1,4414,0.435815653
availability-wind,2030,1,4415,0.393436004
availability-wind,2030,1,4416,0.422446179
availability-wind,2030,1,4417,0.518311144
availability-wind,2030,1,4418,0.548236101
availability-wind,2030,1,4419,0.592907801
availability-wind,2030,1,4420,0.567469573
availability-wind,2030,1,4421,0.75600813
availability-wind,2030,1,4422,0.958036842
availability-wind,2030,1,4423,0.832848389
availability-wind,2030,1,4424,0.870717282
availability-wind,2030,1,4425,0.931280638
availability-wind,2030,1,4426,0.938781917
availability-wind,2030,1,4427,0.752805527
availability-wind,2030,1,4428,0.707870711
availability-wind,2030,1,4429,0.896912107
availability-wind,2030,1,4430,0.739144346
availability-wind,2030,1,4431,0.594874315
availability-wind,2030,1,4432,0.638396014
availability-wind,2030,1,4433,0.627165961
availability-wind,2030,1,4434,0.679379518
availability-wind,2030,1,4435,0.530070607
availability-wind,2030,1,4436,0.311960623
availability-wind,2030,1,4437,0.168598386
availability-wind,2030,1,4438,0.097464334
availability-wind,2030,1,4439,0.06210191
availability-wind,2030,1,4440,0.053544206
availability-wind,2030,1,4441,0.038314321
availability-wind,2030,1,4442,0.035774284
availability-wind,2030,1,4443,0.029081656
availability-wind,2030,1,4444,0.020128968
availability-wind,2030,1,4445,0.01890002
availability-wind,2030,1,4446,0.014432654
availability-wind,2030,1,4447,0.03280218
availability-wind,2030,1,4448,0.05988061
availability-wind,2030,1,4449,0.06408372
availability-wind,2030,1,4450,0.087279886
availability-wind,2030,1,4451,0.124172531
availability-wind,2030,1,4452,0.305688138
availability-wind,2030,1,4453,0.435273117
availability-wind,2030,1,4454,0.766389091
availability-wind,2030,1,4455,0.466956433
availability-wind,2030,1,4456,0.217946586
availability-wind,2030,1,4457,0.048834903
availability-wind,2030,1,4458,0.314370735
availability-wind,2030,1,4459,0.319193001
availability-wind,2030,1,4460,0.536634796
availability-wind,2030,1,4461,0.739045421
availability-wind,2030,1,4462,0.919854579
availability-wind,2030,1,4463,0.844585709
availability-wind,2030,1,4464,0.922473803
availability-wind,2030,1,4465,0.846476275
availability-wind,2030,1,4466,0.878612822
availability-wind,2030,1,4467,0.853034706
availability-wind,2030,1,4468,0.763969827
availability-wind,2030,1,4469,0.79206822
availability-wind,2030,1,4470,0.74715121
availability-wind,2030,1,4471,0.662059809
availability-wind,2030,1,4472,0.610710022
availability-wind,2030,1,4473,0.656171737
availability-wind,2030,1,4474,0.641348018
availability-wind,2030,1,4475,0.500449454
availability-wind,2030,1,4476,0.564887462
availability-wind,2030,1,4477,0.507303338
availability-wind,2030,1,4478,0.609577063
availability-wind,2030,1,4479,0.613811778
availability-wind,2030,1,4480,0.554928503
availability-wind,2030,1,4481,0.416140101
availability-wind,2030,1,4482,0.292770199
availability-wind,2030,1,4483,0.242764972
availability-wind,2030,1,4484,0.300691822
availability-wind,2030,1,4485,0.331320151
availability-wind,2030,1,4486,0.342192613
availability-wind,2030,1,4487,0.242262916
availability-wind,2030,1,4488,0.249007652
availability-wind,2030,1,4489,0.317776013
availability-wind,2030,1,4490,0.371078184
availability-wind,2030,1,4491,0.526413323
availability-wind,2030,1,4492,0.629513436
availability-wind,2030,1,4493,0.637001148
availability-wind,2030,1,4494,0.587817994
availability-wind,2030,1,4495,0.530480541
availability-wind,2030,1,4496,0.49787404
availability-wind,2030,1,4497,0.536893883
availability-wind,2030,1,4498,0.559333957
availability-wind,2030,1,4499,0.432830103
availability-wind,2030,1,4500,0.390672836
availability-wind,2030,1,4501,0.320048574
availability-wind,2030,1,4502,0.270819265
availability-wind,2030,1,4503,0.433736264
availability-wind,2030,1,4504,0.429233198
availability-wind,2030,1,4505,0.590539847
availability-wind,2030,1,4506,0.901497915
availability-wind,2030,1,4507,0.923235529
availability-wind,2030,1,4508,0.845882212
availability-wind,2030,1,4509,0.806559779
availability-wind,2030,1,4510,0.785154315
availability-wind,2030,1,4511,0.805539684
availability-wind,2030,1,4512,0.859222988
availability-wind,2030,1,4513,0.921817964
availability-wind,2030,1,4514,0.960043284
availability-wind,2030,1,4515,0.969104566
availability-wind,2030,1,4516,0.969044827
availability-wind,2030,1,4517,0.962918301
availability-wind,2030,1,4518,0.953652056
availability-wind,2030,1,4519,0.968125888
availability-wind,2030,1,4520,0.959286568
availability-wind,2030,1,4521,0.962437459
availability-wind,2030,1,4522,0.962612439
availability-wind,2030,1,4523,0.895980233
availability-wind,2030,1,4524,0.924661784
availability-wind,2030,1,4525,0.936086355
availability-wind,2030,1,4526,0.897303109
availability-wind,2030,1,4527,0.809289476
availability-wind,2030,1,4528,0.736348177
availability-wind,2030,1,4529,0.776741013
availability-wind,2030,1,4530,0.754845159
availability-wind,2030,1,4531,0.86080625
availability-wind,2030,1,4532,0.902566513
availability-wind,2030,1,4533,0.921504845
availability-wind,2030,1,4534,0.911862087
availability-wind,2030,1,4535,0.875044883
availability-wind,2030,1,4536,0.922496663
availability-wind,2030,1,4537,0.905833008
availability-wind,2030,1,4538,0.895877713
availability-wind,2030,1,4539,0.87671331
availability-wind,2030,1,4540,0.832788482
availability-wind,2030,1,4541,0.872906574
availability-wind,2030,1,4542,0.896737291
availability-wind,2030,1,4543,0.882982014
availability-wind,2030,1,4544,0.855372453
availability-wind,2030,1,4545,0.848908017
availability-wind,2030,1,4546,0.871895263
availability-wind,2030,1,4547,0.859744287
availability-wind,2030,1,4548,0.819852676
availability-wind,2030,1,4549,0.768095016
availability-wind,2030,1,4550,0.78552741
availability-wind,2030,1,4551,0.743753067
availability-wind,2030,1,4552,0.701943544
availability-wind,2030,1,4553,0.657634915
availability-wind,2030,1,4554,0.569321635
availability-wind,2030,1,4555,0.51278359
availability-wind,2030,1,4556,0.385868651
availability-wind,2030,1,4557,0.3336555
availability-wind,2030,1,4558,0.256344312
availability-wind,2030,1,4559,0.255458194
availability-wind,2030,1,4560,0.265775618
availability-wind,2030,1,4561,0.249169557
availability-wind,2030,1,4562,0.221422561
availability-wind,2030,1,4563,0.224195784
availability-wind,2030,1,4564,0.195586479
availability-wind,2030,1,4565,0.14641487
availability-wind,2030,1,4566,0.156866181
availability-wind,2030,1,4567,0.1790874
availability-wind,2030,1,4568,0.194540922
availability-wind,2030,1,4569,0.194522065
availability-wind,2030,1,4570,0.169595364
availability-wind,2030,1,4571,0.126956166
availability-wind,2030,1,4572,0.143769295
availability-wind,2030,1,4573,0.163758927
availability-wind,2030,1,4574,0.197676428
availability-wind,2030,1,4575,0.152237409
availability-wind,2030,1,4576,0.143330555
availability-wind,2030,1,4577,0.133227445
availability-wind,2030,1,4578,0.093928088
availability-wind,2030,1,4579,0.064832915
availability-wind,2030,1,4580,0.04055581
availability-wind,2030,1,4581,0.068276107
availability-wind,2030,1,4582,0.106838275
availability-wind,2030,1,4583,0.135848997
availability-wind,2030,1,4584,0.249096732
availability-wind,2030,1,4585,0.361001431
availability-wind,2030,1,4586,0.466893118
availability-wind,2030,1,4587,0.52392955
availability-wind,2030,1,4588,0.602337932
availability-wind,2030,1,4589,0.443756142
availability-wind,2030,1,4590,0.326382125
availability-wind,2030,1,4591,0.371468862
availability-wind,2030,1,4592,0.323609283
availability-wind,2030,1,4593,0.309473474
availability-wind,2030,1,4594,0.288506128
availability-wind,2030,1,4595,0.243636493
availability-wind,2030,1,4596,0.228554836
availability-wind,2030,1,4597,0.203708655
availability-wind,2030,1,4598,0.168007004
availability-wind,2030,1,4599,0.157473589
availability-wind,2030,1,4600,0.156402219
availability-wind,2030,1,4601,0.128294973
availability-wind,2030,1,4602,0.154658039
availability-wind,2030,1,4603,0.157590029
availability-wind,2030,1,4604,0.196683607
availability-wind,2030,1,4605,0.171060605
availability-wind,2030,1,4606,0.170385152
availability-wind,2030,1,4607,0.193032965
availability-wind,2030,1,4608,0.192582021
availability-wind,2030,1,4609,0.155065504
availability-wind,2030,1,4610,0.228538334
availability-wind,2030,1,4611,0.309498068
availability-wind,2030,1,4612,0.412917323
availability-wind,2030,1,4613,0.352772831
availability-wind,2030,1,4614,0.271539426
availability-wind,2030,1,4615,0.277805049
availability-wind,2030,1,4616,0.334357235
availability-wind,2030,1,4617,0.431612729
