id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_storage_rep_period,dual_max_storage_level_rep_period_limit,dual_min_storage_level_rep_period_limit
423,h2_storage,2030,8,15,15,-3027.665077053962,0.0,0.0
424,h2_storage,2030,8,16,16,-3027.665077053962,0.0,0.0
425,h2_storage,2030,8,17,17,-3027.665077053962,0.0,0.0
426,h2_storage,2030,8,18,18,-3027.665077053962,0.0,0.0
427,h2_storage,2030,8,19,19,-3027.665077053962,0.0,0.0
428,h2_storage,2030,8,20,20,-3027.665077053962,0.0,0.0
429,h2_storage,2030,8,21,21,-3027.665077053962,0.0,0.0
430,h2_storage,2030,8,22,22,-3027.665077053962,0.0,0.0
431,h2_storage,2030,8,23,23,-3027.665077053962,0.0,0.0
432,h2_storage,2030,8,24,24,-3027.665077053962,0.0,0.0
433,h2_storage,2030,9,1,1,-2682.7601368794467,0.0,0.0
434,h2_storage,2030,9,2,2,-2682.7601368794467,0.0,0.0
435,h2_storage,2030,9,3,3,-2682.7601368794467,0.0,0.0
436,h2_storage,2030,9,4,4,-2682.7601368794467,0.0,0.0
437,h2_storage,2030,9,5,5,-2682.7601368794467,0.0,0.0
438,h2_storage,2030,9,6,6,-2682.7601368794467,0.0,0.0
439,h2_storage,2030,9,7,7,-2682.7601368794467,0.0,0.0
440,h2_storage,2030,9,8,8,-2682.7601368794467,0.0,0.0
441,h2_storage,2030,9,9,9,-2682.7601368794467,0.0,0.0
442,h2_storage,2030,9,10,10,-2682.7601368794467,0.0,0.0
443,h2_storage,2030,9,11,11,-2682.7601368794467,0.0,0.0
444,h2_storage,2030,9,12,12,-2682.7601368794467,0.0,0.0
445,h2_storage,2030,9,13,13,-2682.7601368794467,0.0,0.0
446,h2_storage,2030,9,14,14,-2682.7601368794467,0.0,0.0
447,h2_storage,2030,9,15,15,-2682.7601368794467,0.0,0.0
448,h2_storage,2030,9,16,16,-2682.7601368794467,0.0,0.0
449,h2_storage,2030,9,17,17,-2682.7601368794467,0.0,0.0
450,h2_storage,2030,9,18,18,-2682.7601368794467,0.0,0.0
451,h2_storage,2030,9,19,19,-2682.7601368794467,0.0,0.0
452,h2_storage,2030,9,20,20,-2682.7601368794467,0.0,0.0
453,h2_storage,2030,9,21,21,-2682.7601368794467,0.0,0.0
454,h2_storage,2030,9,22,22,-2682.7601368794467,0.0,0.0
455,h2_storage,2030,9,23,23,-2682.7601368794467,0.0,0.0
456,h2_storage,2030,9,24,24,-2682.7601368794467,0.0,0.0
457,h2_storage,2030,10,1,1,-2422.7510521564823,0.0,0.0
458,h2_storage,2030,10,2,2,-2422.7510521564823,0.0,0.0
459,h2_storage,2030,10,3,3,-2422.7510521564823,0.0,0.0
460,h2_storage,2030,10,4,4,-2422.7510521564823,0.0,0.0
461,h2_storage,2030,10,5,5,-2422.7510521564823,0.0,0.0
462,h2_storage,2030,10,6,6,-2422.7510521564823,0.0,0.0
463,h2_storage,2030,10,7,7,-2422.7510521564823,0.0,0.0
464,h2_storage,2030,10,8,8,-2422.7510521564823,0.0,0.0
465,h2_storage,2030,10,9,9,-2422.7510521564823,0.0,0.0
466,h2_storage,2030,10,10,10,-2422.7510521564823,0.0,0.0
467,h2_storage,2030,10,11,11,-2422.7510521564823,0.0,0.0
468,h2_storage,2030,10,12,12,-2422.7510521564823,0.0,0.0
469,h2_storage,2030,10,13,13,-2422.7510521564823,0.0,0.0
470,h2_storage,2030,10,14,14,-2422.7510521564823,0.0,0.0
471,h2_storage,2030,10,15,15,-2422.7510521564823,0.0,0.0
472,h2_storage,2030,10,16,16,-2422.7510521564823,0.0,0.0
473,h2_storage,2030,10,17,17,-2422.7510521564823,0.0,0.0
474,h2_storage,2030,10,18,18,-2422.7510521564823,0.0,0.0
475,h2_storage,2030,10,19,19,-2422.7510521564823,0.0,0.0
476,h2_storage,2030,10,20,20,-2422.7510521564823,0.0,0.0
477,h2_storage,2030,10,21,21,-2422.7510521564823,0.0,0.0
478,h2_storage,2030,10,22,22,-2422.7510521564823,0.0,0.0
479,h2_storage,2030,10,23,23,-2422.7510521564823,0.0,0.0
480,h2_storage,2030,10,24,24,-2422.7510521564823,0.0,0.0
