id,storage_level_id,asset,milestone_year,rep_period,time_block_start,time_block_end,dual_max_storage_level_intra_rep_period_limit
576,576,NL_Battery,2050,2,24,24,0.0
577,577,NL_Battery,2050,3,1,1,0.0
578,578,NL_Battery,2050,3,2,2,0.0
579,579,NL_Battery,2050,3,3,3,0.0
580,580,NL_Battery,2050,3,4,4,0.0
581,581,NL_Battery,2050,3,5,5,0.0
582,582,NL_Battery,2050,3,6,6,0.0
583,583,NL_Battery,2050,3,7,7,0.0
584,584,NL_Battery,2050,3,8,8,0.0
585,585,NL_Battery,2050,3,9,9,0.0
586,586,NL_Battery,2050,3,10,10,0.0
587,587,NL_Battery,2050,3,11,11,0.0
588,588,NL_Battery,2050,3,12,12,0.0
589,589,NL_Battery,2050,3,13,13,0.0
590,590,NL_Battery,2050,3,14,14,0.0
591,591,NL_Battery,2050,3,15,15,0.0
592,592,NL_Battery,2050,3,16,16,0.0
593,593,NL_Battery,2050,3,17,17,0.0
594,594,NL_Battery,2050,3,18,18,0.0
595,595,NL_Battery,2050,3,19,19,0.0
596,596,NL_Battery,2050,3,20,20,0.0
597,597,NL_Battery,2050,3,21,21,0.0
598,598,NL_Battery,2050,3,22,22,0.0
599,599,NL_Battery,2050,3,23,23,0.0
600,600,NL_Battery,2050,3,24,24,0.0
601,601,PT_Battery,2050,1,1,4,0.0
602,602,PT_Battery,2050,1,5,8,0.0
603,603,PT_Battery,2050,1,9,12,0.0
604,604,PT_Battery,2050,1,13,16,0.0
605,605,PT_Battery,2050,1,17,20,0.0
606,606,PT_Battery,2050,1,21,24,0.0
607,607,PT_Battery,2050,2,1,4,0.0
608,608,PT_Battery,2050,2,5,8,0.0
609,609,PT_Battery,2050,2,9,12,0.0
610,610,PT_Battery,2050,2,13,16,0.0
611,611,PT_Battery,2050,2,17,20,0.0
612,612,PT_Battery,2050,2,21,24,0.0
613,613,PT_Battery,2050,3,1,4,0.0
614,614,PT_Battery,2050,3,5,8,0.0
615,615,PT_Battery,2050,3,9,12,0.0
616,616,PT_Battery,2050,3,13,16,0.0
617,617,PT_Battery,2050,3,17,20,0.0
618,618,PT_Battery,2050,3,21,24,0.0
619,619,RO_Battery,2050,1,1,4,0.0
620,620,RO_Battery,2050,1,5,8,0.0
621,621,RO_Battery,2050,1,9,12,0.0
622,622,RO_Battery,2050,1,13,16,-1126.3609855660495
623,623,RO_Battery,2050,1,17,20,0.0
624,624,RO_Battery,2050,1,21,24,0.0
625,625,RO_Battery,2050,2,1,4,0.0
626,626,RO_Battery,2050,2,5,8,0.0
627,627,RO_Battery,2050,2,9,12,-0.0
628,628,RO_Battery,2050,2,13,16,-1518.3751354701305
629,629,RO_Battery,2050,2,17,20,0.0
630,630,RO_Battery,2050,2,21,24,0.0
631,631,RO_Battery,2050,3,1,4,0.0
632,632,RO_Battery,2050,3,5,8,0.0
633,633,RO_Battery,2050,3,9,12,-0.0
634,634,RO_Battery,2050,3,13,16,-1552.76387896382
635,635,RO_Battery,2050,3,17,20,0.0
636,636,RO_Battery,2050,3,21,24,-0.0
637,637,SE_Battery,2050,1,1,4,0.0
638,638,SE_Battery,2050,1,5,8,0.0
639,639,SE_Battery,2050,1,9,12,0.0
640,640,SE_Battery,2050,1,13,16,0.0
641,641,SE_Battery,2050,1,17,20,0.0
642,642,SE_Battery,2050,1,21,24,0.0
643,643,SE_Battery,2050,2,1,4,0.0
644,644,SE_Battery,2050,2,5,8,0.0
645,645,SE_Battery,2050,2,9,12,0.0
646,646,SE_Battery,2050,2,13,16,-0.0
647,647,SE_Battery,2050,2,17,20,0.0
648,648,SE_Battery,2050,2,21,24,0.0
649,649,SE_Battery,2050,3,1,4,0.0
650,650,SE_Battery,2050,3,5,8,0.0
651,651,SE_Battery,2050,3,9,12,0.0
652,652,SE_Battery,2050,3,13,16,0.0
653,653,SE_Battery,2050,3,17,20,0.0
654,654,SE_Battery,2050,3,21,24,0.0
655,655,SI_Battery,2050,1,1,4,0.0
656,656,SI_Battery,2050,1,5,8,0.0
657,657,SI_Battery,2050,1,9,12,0.0
658,658,SI_Battery,2050,1,13,16,-0.0
659,659,SI_Battery,2050,1,17,20,-0.0
660,660,SI_Battery,2050,1,21,24,0.0
661,661,SI_Battery,2050,2,1,4,-0.0
662,662,SI_Battery,2050,2,5,8,0.0
663,663,SI_Battery,2050,2,9,12,0.0
664,664,SI_Battery,2050,2,13,16,-0.0
665,665,SI_Battery,2050,2,17,20,-0.0
666,666,SI_Battery,2050,2,21,24,-0.0
667,667,SI_Battery,2050,3,1,4,-0.0
668,668,SI_Battery,2050,3,5,8,0.0
669,669,SI_Battery,2050,3,9,12,0.0
670,670,SI_Battery,2050,3,13,16,-0.0
671,671,SI_Battery,2050,3,17,20,-0.0
672,672,SI_Battery,2050,3,21,24,0.0
673,673,SK_Battery,2050,1,1,4,0.0
674,674,SK_Battery,2050,1,5,8,0.0
675,675,SK_Battery,2050,1,9,12,0.0
676,676,SK_Battery,2050,1,13,16,0.0
677,677,SK_Battery,2050,1,17,20,0.0
678,678,SK_Battery,2050,1,21,24,0.0
679,679,SK_Battery,2050,2,1,4,0.0
680,680,SK_Battery,2050,2,5,8,0.0
681,681,SK_Battery,2050,2,9,12,0.0
682,682,SK_Battery,2050,2,13,16,0.0
683,683,SK_Battery,2050,2,17,20,0.0
684,684,SK_Battery,2050,2,21,24,0.0
685,685,SK_Battery,2050,3,1,4,0.0
686,686,SK_Battery,2050,3,5,8,0.0
687,687,SK_Battery,2050,3,9,12,0.0
688,688,SK_Battery,2050,3,13,16,0.0
689,689,SK_Battery,2050,3,17,20,0.0
690,690,SK_Battery,2050,3,21,24,0.0
691,691,UK_Battery,2050,1,1,1,0.0
692,692,UK_Battery,2050,1,2,2,0.0
693,693,UK_Battery,2050,1,3,3,0.0
694,694,UK_Battery,2050,1,4,4,0.0
695,695,UK_Battery,2050,1,5,5,0.0
696,696,UK_Battery,2050,1,6,6,0.0
697,697,UK_Battery,2050,1,7,7,0.0
698,698,UK_Battery,2050,1,8,8,0.0
699,699,UK_Battery,2050,1,9,9,0.0
700,700,UK_Battery,2050,1,10,10,0.0
701,701,UK_Battery,2050,1,11,11,0.0
702,702,UK_Battery,2050,1,12,12,0.0
703,703,UK_Battery,2050,1,13,13,0.0
704,704,UK_Battery,2050,1,14,14,0.0
705,705,UK_Battery,2050,1,15,15,0.0
706,706,UK_Battery,2050,1,16,16,0.0
707,707,UK_Battery,2050,1,17,17,0.0
708,708,UK_Battery,2050,1,18,18,0.0
709,709,UK_Battery,2050,1,19,19,0.0
710,710,UK_Battery,2050,1,20,20,0.0
711,711,UK_Battery,2050,1,21,21,0.0
712,712,UK_Battery,2050,1,22,22,0.0
713,713,UK_Battery,2050,1,23,23,0.0
714,714,UK_Battery,2050,1,24,24,0.0
715,715,UK_Battery,2050,2,1,1,0.0
716,716,UK_Battery,2050,2,2,2,0.0
717,717,UK_Battery,2050,2,3,3,0.0
718,718,UK_Battery,2050,2,4,4,0.0
719,719,UK_Battery,2050,2,5,5,0.0
720,720,UK_Battery,2050,2,6,6,0.0
721,721,UK_Battery,2050,2,7,7,0.0
722,722,UK_Battery,2050,2,8,8,0.0
723,723,UK_Battery,2050,2,9,9,0.0
724,724,UK_Battery,2050,2,10,10,0.0
725,725,UK_Battery,2050,2,11,11,0.0
726,726,UK_Battery,2050,2,12,12,0.0
727,727,UK_Battery,2050,2,13,13,0.0
728,728,UK_Battery,2050,2,14,14,0.0
729,729,UK_Battery,2050,2,15,15,0.0
730,730,UK_Battery,2050,2,16,16,-0.0
731,731,UK_Battery,2050,2,17,17,-0.0
732,732,UK_Battery,2050,2,18,18,-0.0
733,733,UK_Battery,2050,2,19,19,0.0
734,734,UK_Battery,2050,2,20,20,0.0
735,735,UK_Battery,2050,2,21,21,0.0
736,736,UK_Battery,2050,2,22,22,0.0
737,737,UK_Battery,2050,2,23,23,0.0
738,738,UK_Battery,2050,2,24,24,0.0
739,739,UK_Battery,2050,3,1,1,0.0
740,740,UK_Battery,2050,3,2,2,0.0
741,741,UK_Battery,2050,3,3,3,0.0
742,742,UK_Battery,2050,3,4,4,0.0
743,743,UK_Battery,2050,3,5,5,0.0
744,744,UK_Battery,2050,3,6,6,0.0
745,745,UK_Battery,2050,3,7,7,0.0
746,746,UK_Battery,2050,3,8,8,0.0
747,747,UK_Battery,2050,3,9,9,0.0
748,748,UK_Battery,2050,3,10,10,0.0
749,749,UK_Battery,2050,3,11,11,0.0
750,750,UK_Battery,2050,3,12,12,0.0
751,751,UK_Battery,2050,3,13,13,0.0
752,752,UK_Battery,2050,3,14,14,0.0
753,753,UK_Battery,2050,3,15,15,0.0
754,754,UK_Battery,2050,3,16,16,0.0
755,755,UK_Battery,2050,3,17,17,0.0
756,756,UK_Battery,2050,3,18,18,0.0
757,757,UK_Battery,2050,3,19,19,0.0
758,758,UK_Battery,2050,3,20,20,0.0
759,759,UK_Battery,2050,3,21,21,0.0
760,760,UK_Battery,2050,3,22,22,0.0
761,761,UK_Battery,2050,3,23,23,0.0
762,762,UK_Battery,2050,3,24,24,0.0
