id,asset,milestone_year,rep_period,time_block_start,time_block_end,dual_balance_consumer
508,CZ_E_Demand,2050,1,13,16,-0.0
509,CZ_E_Demand,2050,1,17,20,-0.0
510,CZ_E_Demand,2050,1,21,24,-0.0
511,CZ_E_Demand,2050,2,1,4,6073.500541880519
512,CZ_E_Demand,2050,2,5,8,6073.500541880519
513,CZ_E_Demand,2050,2,9,12,6073.500541880519
514,CZ_E_Demand,2050,2,13,16,6073.500541880519
515,CZ_E_Demand,2050,2,17,20,6073.500541880519
516,CZ_E_Demand,2050,2,21,24,6073.500541880519
517,CZ_E_Demand,2050,3,1,4,6211.05551585528
518,CZ_E_Demand,2050,3,5,8,6211.05551585528
519,CZ_E_Demand,2050,3,9,12,-0.0
520,CZ_E_Demand,2050,3,13,16,-0.0
521,CZ_E_Demand,2050,3,17,20,6211.05551585528
522,CZ_E_Demand,2050,3,21,24,6211.05551585528
523,CZ_H_Demand,2050,1,1,1,-14691.665029122398
524,CZ_H_Demand,2050,1,2,2,4897.221676374133
525,CZ_H_Demand,2050,1,3,3,4897.221676374133
526,CZ_H_Demand,2050,1,4,4,4897.221676374133
527,CZ_H_Demand,2050,1,5,5,-14691.665029122398
528,CZ_H_Demand,2050,1,6,6,4897.221676374133
529,CZ_H_Demand,2050,1,7,7,4897.221676374133
530,CZ_H_Demand,2050,1,8,8,4897.221676374133
531,CZ_H_Demand,2050,1,9,9,-14691.665029122398
532,CZ_H_Demand,2050,1,10,10,4897.221676374133
533,CZ_H_Demand,2050,1,11,11,4897.221676374133
534,CZ_H_Demand,2050,1,12,12,4897.221676374133
535,CZ_H_Demand,2050,1,13,13,-14691.665029122398
536,CZ_H_Demand,2050,1,14,14,4897.221676374133
537,CZ_H_Demand,2050,1,15,15,4897.221676374133
538,CZ_H_Demand,2050,1,16,16,4897.221676374133
539,CZ_H_Demand,2050,1,17,17,-14691.665029122398
540,CZ_H_Demand,2050,1,18,18,4897.221676374133
541,CZ_H_Demand,2050,1,19,19,4897.221676374133
542,CZ_H_Demand,2050,1,20,20,4897.221676374133
543,CZ_H_Demand,2050,1,21,21,-14691.665029122398
544,CZ_H_Demand,2050,1,22,22,4897.221676374133
545,CZ_H_Demand,2050,1,23,23,4897.221676374133
546,CZ_H_Demand,2050,1,24,24,4897.221676374133
547,CZ_H_Demand,2050,2,1,1,-13731.392529469
548,CZ_H_Demand,2050,2,2,2,6601.631023783173
549,CZ_H_Demand,2050,2,3,3,6601.631023783173
550,CZ_H_Demand,2050,2,4,4,6601.631023783173
551,CZ_H_Demand,2050,2,5,5,-13731.392529469
552,CZ_H_Demand,2050,2,6,6,6601.631023783173
553,CZ_H_Demand,2050,2,7,7,6601.631023783173
554,CZ_H_Demand,2050,2,8,8,6601.631023783173
555,CZ_H_Demand,2050,2,9,9,-13731.392529469
556,CZ_H_Demand,2050,2,10,10,6601.631023783173
557,CZ_H_Demand,2050,2,11,11,6601.631023783173
558,CZ_H_Demand,2050,2,12,12,6601.631023783173
559,CZ_H_Demand,2050,2,13,13,-13731.392529469
560,CZ_H_Demand,2050,2,14,14,6601.631023783173
561,CZ_H_Demand,2050,2,15,15,6601.631023783173
562,CZ_H_Demand,2050,2,16,16,6601.631023783173
563,CZ_H_Demand,2050,2,17,17,-13731.392529469
564,CZ_H_Demand,2050,2,18,18,6601.631023783173
565,CZ_H_Demand,2050,2,19,19,6601.631023783173
566,CZ_H_Demand,2050,2,20,20,6601.631023783173
567,CZ_H_Demand,2050,2,21,21,-13731.392529469
568,CZ_H_Demand,2050,2,22,22,6601.631023783173
569,CZ_H_Demand,2050,2,23,23,6601.631023783173
570,CZ_H_Demand,2050,2,24,24,6601.631023783173
571,CZ_H_Demand,2050,3,1,1,-14042.386383672805
572,CZ_H_Demand,2050,3,2,2,6751.147299842695
573,CZ_H_Demand,2050,3,3,3,6751.147299842695
574,CZ_H_Demand,2050,3,4,4,6751.147299842695
575,CZ_H_Demand,2050,3,5,5,-14042.386383672805
576,CZ_H_Demand,2050,3,6,6,6751.147299842695
577,CZ_H_Demand,2050,3,7,7,6751.147299842695
578,CZ_H_Demand,2050,3,8,8,6751.147299842695
579,CZ_H_Demand,2050,3,9,9,-20253.441899528087
580,CZ_H_Demand,2050,3,10,10,6751.147299842695
581,CZ_H_Demand,2050,3,11,11,6751.147299842695
582,CZ_H_Demand,2050,3,12,12,6751.147299842695
583,CZ_H_Demand,2050,3,13,13,-20253.441899528087
584,CZ_H_Demand,2050,3,14,14,6751.147299842695
585,CZ_H_Demand,2050,3,15,15,6751.147299842695
586,CZ_H_Demand,2050,3,16,16,6751.147299842695
587,CZ_H_Demand,2050,3,17,17,-14042.386383672805
588,CZ_H_Demand,2050,3,18,18,6751.147299842695
589,CZ_H_Demand,2050,3,19,19,6751.147299842695
590,CZ_H_Demand,2050,3,20,20,6751.147299842695
591,CZ_H_Demand,2050,3,21,21,-14042.386383672805
592,CZ_H_Demand,2050,3,22,22,6751.147299842695
593,CZ_H_Demand,2050,3,23,23,6751.147299842695
594,CZ_H_Demand,2050,3,24,24,6751.147299842695
595,DE_E_Demand,2050,1,1,1,-0.0
596,DE_E_Demand,2050,1,2,2,-0.0
597,DE_E_Demand,2050,1,3,3,-0.0
598,DE_E_Demand,2050,1,4,4,-0.0
599,DE_E_Demand,2050,1,5,5,-0.0
600,DE_E_Demand,2050,1,6,6,-0.0
601,DE_E_Demand,2050,1,7,7,-0.0
602,DE_E_Demand,2050,1,8,8,-0.0
603,DE_E_Demand,2050,1,9,9,-0.0
604,DE_E_Demand,2050,1,10,10,-0.0
605,DE_E_Demand,2050,1,11,11,-0.0
606,DE_E_Demand,2050,1,12,12,-0.0
607,DE_E_Demand,2050,1,13,13,-0.0
608,DE_E_Demand,2050,1,14,14,-0.0
609,DE_E_Demand,2050,1,15,15,-0.0
610,DE_E_Demand,2050,1,16,16,-0.0
611,DE_E_Demand,2050,1,17,17,-0.0
612,DE_E_Demand,2050,1,18,18,-0.0
613,DE_E_Demand,2050,1,19,19,-0.0
614,DE_E_Demand,2050,1,20,20,-0.0
615,DE_E_Demand,2050,1,21,21,-0.0
616,DE_E_Demand,2050,1,22,22,-0.0
617,DE_E_Demand,2050,1,23,23,-0.0
618,DE_E_Demand,2050,1,24,24,-0.0
619,DE_E_Demand,2050,2,1,1,-0.0
620,DE_E_Demand,2050,2,2,2,-0.0
621,DE_E_Demand,2050,2,3,3,-0.0
622,DE_E_Demand,2050,2,4,4,-0.0
623,DE_E_Demand,2050,2,5,5,-0.0
624,DE_E_Demand,2050,2,6,6,-0.0
625,DE_E_Demand,2050,2,7,7,-0.0
626,DE_E_Demand,2050,2,8,8,-0.0
627,DE_E_Demand,2050,2,9,9,-0.0
628,DE_E_Demand,2050,2,10,10,-0.0
629,DE_E_Demand,2050,2,11,11,-0.0
630,DE_E_Demand,2050,2,12,12,-0.0
631,DE_E_Demand,2050,2,13,13,-0.0
632,DE_E_Demand,2050,2,14,14,-0.0
633,DE_E_Demand,2050,2,15,15,-0.0
634,DE_E_Demand,2050,2,16,16,-0.0
635,DE_E_Demand,2050,2,17,17,-0.0
636,DE_E_Demand,2050,2,18,18,-0.0
637,DE_E_Demand,2050,2,19,19,-0.0
638,DE_E_Demand,2050,2,20,20,-0.0
639,DE_E_Demand,2050,2,21,21,-0.0
640,DE_E_Demand,2050,2,22,22,-0.0
641,DE_E_Demand,2050,2,23,23,-0.0
642,DE_E_Demand,2050,2,24,24,-0.0
643,DE_E_Demand,2050,3,1,1,-0.0
644,DE_E_Demand,2050,3,2,2,-0.0
645,DE_E_Demand,2050,3,3,3,-0.0
646,DE_E_Demand,2050,3,4,4,-0.0
647,DE_E_Demand,2050,3,5,5,-0.0
648,DE_E_Demand,2050,3,6,6,-0.0
649,DE_E_Demand,2050,3,7,7,-0.0
650,DE_E_Demand,2050,3,8,8,-0.0
651,DE_E_Demand,2050,3,9,9,-0.0
652,DE_E_Demand,2050,3,10,10,-0.0
653,DE_E_Demand,2050,3,11,11,-0.0
654,DE_E_Demand,2050,3,12,12,-0.0
655,DE_E_Demand,2050,3,13,13,-0.0
656,DE_E_Demand,2050,3,14,14,-0.0
657,DE_E_Demand,2050,3,15,15,-0.0
658,DE_E_Demand,2050,3,16,16,-0.0
659,DE_E_Demand,2050,3,17,17,-0.0
660,DE_E_Demand,2050,3,18,18,-0.0
661,DE_E_Demand,2050,3,19,19,-0.0
662,DE_E_Demand,2050,3,20,20,-0.0
663,DE_E_Demand,2050,3,21,21,-0.0
664,DE_E_Demand,2050,3,22,22,-0.0
665,DE_E_Demand,2050,3,23,23,-0.0
666,DE_E_Demand,2050,3,24,24,-0.0
667,DE_H_Demand,2050,1,1,1,-0.0
668,DE_H_Demand,2050,1,2,2,-0.0
669,DE_H_Demand,2050,1,3,3,-0.0
670,DE_H_Demand,2050,1,4,4,-0.0
671,DE_H_Demand,2050,1,5,5,-0.0
672,DE_H_Demand,2050,1,6,6,-0.0
673,DE_H_Demand,2050,1,7,7,-0.0
674,DE_H_Demand,2050,1,8,8,-0.0
675,DE_H_Demand,2050,1,9,9,-0.0
676,DE_H_Demand,2050,1,10,10,-0.0
677,DE_H_Demand,2050,1,11,11,-0.0
678,DE_H_Demand,2050,1,12,12,-0.0
679,DE_H_Demand,2050,1,13,13,-0.0
680,DE_H_Demand,2050,1,14,14,-0.0
681,DE_H_Demand,2050,1,15,15,-0.0
682,DE_H_Demand,2050,1,16,16,-0.0
683,DE_H_Demand,2050,1,17,17,-0.0
684,DE_H_Demand,2050,1,18,18,-0.0
685,DE_H_Demand,2050,1,19,19,-0.0
686,DE_H_Demand,2050,1,20,20,-0.0
687,DE_H_Demand,2050,1,21,21,-0.0
688,DE_H_Demand,2050,1,22,22,-0.0
689,DE_H_Demand,2050,1,23,23,-0.0
690,DE_H_Demand,2050,1,24,24,-0.0
691,DE_H_Demand,2050,2,1,1,-0.0
692,DE_H_Demand,2050,2,2,2,-0.0
693,DE_H_Demand,2050,2,3,3,-0.0
694,DE_H_Demand,2050,2,4,4,-0.0
695,DE_H_Demand,2050,2,5,5,-0.0
696,DE_H_Demand,2050,2,6,6,-0.0
697,DE_H_Demand,2050,2,7,7,-0.0
698,DE_H_Demand,2050,2,8,8,-0.0
699,DE_H_Demand,2050,2,9,9,-0.0
700,DE_H_Demand,2050,2,10,10,-0.0
701,DE_H_Demand,2050,2,11,11,-0.0
702,DE_H_Demand,2050,2,12,12,-0.0
703,DE_H_Demand,2050,2,13,13,-0.0
704,DE_H_Demand,2050,2,14,14,-0.0
705,DE_H_Demand,2050,2,15,15,-0.0
706,DE_H_Demand,2050,2,16,16,-0.0
707,DE_H_Demand,2050,2,17,17,-0.0
708,DE_H_Demand,2050,2,18,18,-0.0
709,DE_H_Demand,2050,2,19,19,-0.0
710,DE_H_Demand,2050,2,20,20,-0.0
711,DE_H_Demand,2050,2,21,21,-0.0
712,DE_H_Demand,2050,2,22,22,-0.0
713,DE_H_Demand,2050,2,23,23,-0.0
714,DE_H_Demand,2050,2,24,24,-0.0
715,DE_H_Demand,2050,3,1,1,-0.0
716,DE_H_Demand,2050,3,2,2,-0.0
717,DE_H_Demand,2050,3,3,3,-0.0
718,DE_H_Demand,2050,3,4,4,-0.0
719,DE_H_Demand,2050,3,5,5,-0.0
720,DE_H_Demand,2050,3,6,6,-0.0
721,DE_H_Demand,2050,3,7,7,-0.0
722,DE_H_Demand,2050,3,8,8,-0.0
723,DE_H_Demand,2050,3,9,9,-0.0
724,DE_H_Demand,2050,3,10,10,-0.0
725,DE_H_Demand,2050,3,11,11,-0.0
726,DE_H_Demand,2050,3,12,12,-0.0
727,DE_H_Demand,2050,3,13,13,-0.0
728,DE_H_Demand,2050,3,14,14,-0.0
729,DE_H_Demand,2050,3,15,15,-0.0
730,DE_H_Demand,2050,3,16,16,-0.0
731,DE_H_Demand,2050,3,17,17,-0.0
732,DE_H_Demand,2050,3,18,18,-0.0
733,DE_H_Demand,2050,3,19,19,-0.0
734,DE_H_Demand,2050,3,20,20,-0.0
735,DE_H_Demand,2050,3,21,21,-0.0
736,DE_H_Demand,2050,3,22,22,-0.0
737,DE_H_Demand,2050,3,23,23,-0.0
738,DE_H_Demand,2050,3,24,24,-0.0
739,DK_E_Demand,2050,1,1,1,-0.0
740,DK_E_Demand,2050,1,2,2,-0.0
741,DK_E_Demand,2050,1,3,3,-0.0
742,DK_E_Demand,2050,1,4,4,-0.0
743,DK_E_Demand,2050,1,5,5,-0.0
744,DK_E_Demand,2050,1,6,6,-0.0
745,DK_E_Demand,2050,1,7,7,-0.0
746,DK_E_Demand,2050,1,8,8,-0.0
747,DK_E_Demand,2050,1,9,9,-0.0
748,DK_E_Demand,2050,1,10,10,-0.0
749,DK_E_Demand,2050,1,11,11,-0.0
750,DK_E_Demand,2050,1,12,12,-0.0
751,DK_E_Demand,2050,1,13,13,-0.0
752,DK_E_Demand,2050,1,14,14,-0.0
753,DK_E_Demand,2050,1,15,15,-0.0
754,DK_E_Demand,2050,1,16,16,-0.0
755,DK_E_Demand,2050,1,17,17,-0.0
756,DK_E_Demand,2050,1,18,18,-0.0
757,DK_E_Demand,2050,1,19,19,-0.0
758,DK_E_Demand,2050,1,20,20,-0.0
759,DK_E_Demand,2050,1,21,21,-0.0
760,DK_E_Demand,2050,1,22,22,-0.0
761,DK_E_Demand,2050,1,23,23,-0.0
762,DK_E_Demand,2050,1,24,24,-0.0
763,DK_E_Demand,2050,2,1,1,-0.0
764,DK_E_Demand,2050,2,2,2,-0.0
765,DK_E_Demand,2050,2,3,3,-0.0
766,DK_E_Demand,2050,2,4,4,-0.0
767,DK_E_Demand,2050,2,5,5,-0.0
768,DK_E_Demand,2050,2,6,6,-0.0
769,DK_E_Demand,2050,2,7,7,-0.0
770,DK_E_Demand,2050,2,8,8,-0.0
771,DK_E_Demand,2050,2,9,9,-0.0
772,DK_E_Demand,2050,2,10,10,-0.0
773,DK_E_Demand,2050,2,11,11,-0.0
774,DK_E_Demand,2050,2,12,12,-0.0
775,DK_E_Demand,2050,2,13,13,-0.0
776,DK_E_Demand,2050,2,14,14,-0.0
777,DK_E_Demand,2050,2,15,15,-0.0
778,DK_E_Demand,2050,2,16,16,-0.0
779,DK_E_Demand,2050,2,17,17,-0.0
780,DK_E_Demand,2050,2,18,18,-0.0
781,DK_E_Demand,2050,2,19,19,-0.0
782,DK_E_Demand,2050,2,20,20,-0.0
783,DK_E_Demand,2050,2,21,21,-0.0
784,DK_E_Demand,2050,2,22,22,-0.0
785,DK_E_Demand,2050,2,23,23,-0.0
786,DK_E_Demand,2050,2,24,24,-0.0
787,DK_E_Demand,2050,3,1,1,-0.0
788,DK_E_Demand,2050,3,2,2,-0.0
789,DK_E_Demand,2050,3,3,3,-0.0
790,DK_E_Demand,2050,3,4,4,-0.0
791,DK_E_Demand,2050,3,5,5,-0.0
792,DK_E_Demand,2050,3,6,6,-0.0
793,DK_E_Demand,2050,3,7,7,-0.0
794,DK_E_Demand,2050,3,8,8,-0.0
795,DK_E_Demand,2050,3,9,9,-0.0
796,DK_E_Demand,2050,3,10,10,-0.0
797,DK_E_Demand,2050,3,11,11,-0.0
798,DK_E_Demand,2050,3,12,12,-0.0
799,DK_E_Demand,2050,3,13,13,-0.0
800,DK_E_Demand,2050,3,14,14,-0.0
801,DK_E_Demand,2050,3,15,15,-0.0
802,DK_E_Demand,2050,3,16,16,-0.0
803,DK_E_Demand,2050,3,17,17,-0.0
804,DK_E_Demand,2050,3,18,18,-0.0
805,DK_E_Demand,2050,3,19,19,-0.0
806,DK_E_Demand,2050,3,20,20,-0.0
807,DK_E_Demand,2050,3,21,21,-0.0
808,DK_E_Demand,2050,3,22,22,-0.0
809,DK_E_Demand,2050,3,23,23,-0.0
810,DK_E_Demand,2050,3,24,24,-0.0
811,DK_H_Demand,2050,1,1,1,-0.0
812,DK_H_Demand,2050,1,2,2,-0.0
813,DK_H_Demand,2050,1,3,3,-0.0
814,DK_H_Demand,2050,1,4,4,-0.0
815,DK_H_Demand,2050,1,5,5,-0.0
816,DK_H_Demand,2050,1,6,6,-0.0
817,DK_H_Demand,2050,1,7,7,-0.0
818,DK_H_Demand,2050,1,8,8,-0.0
819,DK_H_Demand,2050,1,9,9,-0.0
820,DK_H_Demand,2050,1,10,10,-0.0
821,DK_H_Demand,2050,1,11,11,-0.0
822,DK_H_Demand,2050,1,12,12,-0.0
823,DK_H_Demand,2050,1,13,13,-0.0
824,DK_H_Demand,2050,1,14,14,-0.0
825,DK_H_Demand,2050,1,15,15,-0.0
826,DK_H_Demand,2050,1,16,16,-0.0
827,DK_H_Demand,2050,1,17,17,-0.0
828,DK_H_Demand,2050,1,18,18,-0.0
829,DK_H_Demand,2050,1,19,19,-0.0
830,DK_H_Demand,2050,1,20,20,-0.0
831,DK_H_Demand,2050,1,21,21,-0.0
832,DK_H_Demand,2050,1,22,22,-0.0
833,DK_H_Demand,2050,1,23,23,-0.0
834,DK_H_Demand,2050,1,24,24,-0.0
835,DK_H_Demand,2050,2,1,1,-0.0
836,DK_H_Demand,2050,2,2,2,-0.0
837,DK_H_Demand,2050,2,3,3,-0.0
838,DK_H_Demand,2050,2,4,4,-0.0
839,DK_H_Demand,2050,2,5,5,-0.0
840,DK_H_Demand,2050,2,6,6,-0.0
841,DK_H_Demand,2050,2,7,7,-0.0
842,DK_H_Demand,2050,2,8,8,-0.0
843,DK_H_Demand,2050,2,9,9,-0.0
844,DK_H_Demand,2050,2,10,10,-0.0
845,DK_H_Demand,2050,2,11,11,-0.0
846,DK_H_Demand,2050,2,12,12,-0.0
847,DK_H_Demand,2050,2,13,13,-0.0
848,DK_H_Demand,2050,2,14,14,-0.0
849,DK_H_Demand,2050,2,15,15,-0.0
850,DK_H_Demand,2050,2,16,16,-0.0
851,DK_H_Demand,2050,2,17,17,-0.0
852,DK_H_Demand,2050,2,18,18,-0.0
853,DK_H_Demand,2050,2,19,19,-0.0
854,DK_H_Demand,2050,2,20,20,-0.0
855,DK_H_Demand,2050,2,21,21,-0.0
856,DK_H_Demand,2050,2,22,22,-0.0
857,DK_H_Demand,2050,2,23,23,-0.0
858,DK_H_Demand,2050,2,24,24,-0.0
859,DK_H_Demand,2050,3,1,1,-0.0
860,DK_H_Demand,2050,3,2,2,-0.0
861,DK_H_Demand,2050,3,3,3,-0.0
862,DK_H_Demand,2050,3,4,4,-0.0
863,DK_H_Demand,2050,3,5,5,-0.0
864,DK_H_Demand,2050,3,6,6,-0.0
865,DK_H_Demand,2050,3,7,7,-0.0
866,DK_H_Demand,2050,3,8,8,-0.0
867,DK_H_Demand,2050,3,9,9,-0.0
868,DK_H_Demand,2050,3,10,10,-0.0
869,DK_H_Demand,2050,3,11,11,-0.0
870,DK_H_Demand,2050,3,12,12,-0.0
871,DK_H_Demand,2050,3,13,13,-0.0
872,DK_H_Demand,2050,3,14,14,-0.0
873,DK_H_Demand,2050,3,15,15,-0.0
874,DK_H_Demand,2050,3,16,16,-0.0
875,DK_H_Demand,2050,3,17,17,-0.0
876,DK_H_Demand,2050,3,18,18,-0.0
877,DK_H_Demand,2050,3,19,19,-0.0
878,DK_H_Demand,2050,3,20,20,-0.0
879,DK_H_Demand,2050,3,21,21,-0.0
880,DK_H_Demand,2050,3,22,22,-0.0
881,DK_H_Demand,2050,3,23,23,-0.0
882,DK_H_Demand,2050,3,24,24,-0.0
883,EE_E_Demand,2050,1,1,4,-0.0
884,EE_E_Demand,2050,1,5,8,-0.0
885,EE_E_Demand,2050,1,9,12,-0.0
886,EE_E_Demand,2050,1,13,16,-0.0
887,EE_E_Demand,2050,1,17,20,-0.0
888,EE_E_Demand,2050,1,21,24,-0.0
889,EE_E_Demand,2050,2,1,4,-0.0
890,EE_E_Demand,2050,2,5,8,-0.0
891,EE_E_Demand,2050,2,9,12,-0.0
892,EE_E_Demand,2050,2,13,16,-0.0
893,EE_E_Demand,2050,2,17,20,-0.0
894,EE_E_Demand,2050,2,21,24,-0.0
895,EE_E_Demand,2050,3,1,4,-0.0
896,EE_E_Demand,2050,3,5,8,-0.0
897,EE_E_Demand,2050,3,9,12,-0.0
898,EE_E_Demand,2050,3,13,16,-0.0
899,EE_E_Demand,2050,3,17,20,-0.0
900,EE_E_Demand,2050,3,21,24,-0.0
901,EE_H_Demand,2050,1,1,1,-14691.665029122398
902,EE_H_Demand,2050,1,2,2,4897.221676374133
903,EE_H_Demand,2050,1,3,3,4897.221676374133
904,EE_H_Demand,2050,1,4,4,4897.221676374133
905,EE_H_Demand,2050,1,5,5,-14691.665029122398
906,EE_H_Demand,2050,1,6,6,4897.221676374133
907,EE_H_Demand,2050,1,7,7,4897.221676374133
908,EE_H_Demand,2050,1,8,8,4897.221676374133
909,EE_H_Demand,2050,1,9,9,-14691.665029122398
910,EE_H_Demand,2050,1,10,10,4897.221676374133
911,EE_H_Demand,2050,1,11,11,4897.221676374133
912,EE_H_Demand,2050,1,12,12,4897.221676374133
913,EE_H_Demand,2050,1,13,13,-14691.665029122398
914,EE_H_Demand,2050,1,14,14,4897.221676374133
915,EE_H_Demand,2050,1,15,15,4897.221676374133
916,EE_H_Demand,2050,1,16,16,4897.221676374133
917,EE_H_Demand,2050,1,17,17,-14691.665029122398
918,EE_H_Demand,2050,1,18,18,4897.221676374133
919,EE_H_Demand,2050,1,19,19,4897.221676374133
920,EE_H_Demand,2050,1,20,20,4897.221676374133
921,EE_H_Demand,2050,1,21,21,-14691.665029122398
922,EE_H_Demand,2050,1,22,22,4897.221676374133
923,EE_H_Demand,2050,1,23,23,4897.221676374133
924,EE_H_Demand,2050,1,24,24,4897.221676374133
925,EE_H_Demand,2050,2,1,1,-19804.89307134952
926,EE_H_Demand,2050,2,2,2,6601.631023783173
927,EE_H_Demand,2050,2,3,3,6601.631023783173
928,EE_H_Demand,2050,2,4,4,6601.631023783173
929,EE_H_Demand,2050,2,5,5,-19804.89307134952
930,EE_H_Demand,2050,2,6,6,6601.631023783173
931,EE_H_Demand,2050,2,7,7,6601.631023783173
932,EE_H_Demand,2050,2,8,8,6601.631023783173
933,EE_H_Demand,2050,2,9,9,-19804.89307134952
934,EE_H_Demand,2050,2,10,10,6601.631023783173
935,EE_H_Demand,2050,2,11,11,6601.631023783173
936,EE_H_Demand,2050,2,12,12,6601.631023783173
937,EE_H_Demand,2050,2,13,13,-19804.89307134952
938,EE_H_Demand,2050,2,14,14,6601.631023783173
939,EE_H_Demand,2050,2,15,15,6601.631023783173
940,EE_H_Demand,2050,2,16,16,6601.631023783173
941,EE_H_Demand,2050,2,17,17,-19804.89307134952
942,EE_H_Demand,2050,2,18,18,6601.631023783173
943,EE_H_Demand,2050,2,19,19,6601.631023783173
944,EE_H_Demand,2050,2,20,20,6601.631023783173
945,EE_H_Demand,2050,2,21,21,-19804.89307134952
946,EE_H_Demand,2050,2,22,22,6601.631023783173
947,EE_H_Demand,2050,2,23,23,6601.631023783173
948,EE_H_Demand,2050,2,24,24,6601.631023783173
949,EE_H_Demand,2050,3,1,1,-20253.441899528087
950,EE_H_Demand,2050,3,2,2,6751.147299842695
951,EE_H_Demand,2050,3,3,3,6751.147299842695
952,EE_H_Demand,2050,3,4,4,6751.147299842695
953,EE_H_Demand,2050,3,5,5,-20253.441899528087
954,EE_H_Demand,2050,3,6,6,6751.147299842695
955,EE_H_Demand,2050,3,7,7,6751.147299842695
956,EE_H_Demand,2050,3,8,8,6751.147299842695
957,EE_H_Demand,2050,3,9,9,-20253.441899528087
958,EE_H_Demand,2050,3,10,10,6751.147299842695
959,EE_H_Demand,2050,3,11,11,6751.147299842695
960,EE_H_Demand,2050,3,12,12,6751.147299842695
961,EE_H_Demand,2050,3,13,13,-20253.441899528087
962,EE_H_Demand,2050,3,14,14,6751.147299842695
963,EE_H_Demand,2050,3,15,15,6751.147299842695
964,EE_H_Demand,2050,3,16,16,6751.147299842695
965,EE_H_Demand,2050,3,17,17,-20253.441899528087
966,EE_H_Demand,2050,3,18,18,6751.147299842695
967,EE_H_Demand,2050,3,19,19,6751.147299842695
968,EE_H_Demand,2050,3,20,20,6751.147299842695
969,EE_H_Demand,2050,3,21,21,-20253.441899528087
970,EE_H_Demand,2050,3,22,22,6751.147299842695
971,EE_H_Demand,2050,3,23,23,6751.147299842695
972,EE_H_Demand,2050,3,24,24,6751.147299842695
973,ES_E_Demand,2050,1,1,3,-0.0
974,ES_E_Demand,2050,1,4,4,-0.0
975,ES_E_Demand,2050,1,5,6,-0.0
976,ES_E_Demand,2050,1,7,8,-0.0
977,ES_E_Demand,2050,1,9,9,-0.0
978,ES_E_Demand,2050,1,10,12,-0.0
979,ES_E_Demand,2050,1,13,15,-0.0
980,ES_E_Demand,2050,1,16,16,-0.0
981,ES_E_Demand,2050,1,17,18,-0.0
982,ES_E_Demand,2050,1,19,20,-0.0
983,ES_E_Demand,2050,1,21,21,-0.0
984,ES_E_Demand,2050,1,22,24,-0.0
985,ES_E_Demand,2050,2,1,3,-0.0
986,ES_E_Demand,2050,2,4,4,-0.0
987,ES_E_Demand,2050,2,5,6,-0.0
988,ES_E_Demand,2050,2,7,8,-0.0
989,ES_E_Demand,2050,2,9,9,-0.0
990,ES_E_Demand,2050,2,10,12,-0.0
991,ES_E_Demand,2050,2,13,15,-0.0
992,ES_E_Demand,2050,2,16,16,-0.0
993,ES_E_Demand,2050,2,17,18,-0.0
994,ES_E_Demand,2050,2,19,20,-0.0
995,ES_E_Demand,2050,2,21,21,-0.0
996,ES_E_Demand,2050,2,22,24,-0.0
997,ES_E_Demand,2050,3,1,3,-0.0
998,ES_E_Demand,2050,3,4,4,-0.0
999,ES_E_Demand,2050,3,5,6,-0.0
1000,ES_E_Demand,2050,3,7,8,-0.0
1001,ES_E_Demand,2050,3,9,9,-0.0
1002,ES_E_Demand,2050,3,10,12,-0.0
1003,ES_E_Demand,2050,3,13,15,-0.0
1004,ES_E_Demand,2050,3,16,16,-0.0
1005,ES_E_Demand,2050,3,17,18,-0.0
1006,ES_E_Demand,2050,3,19,20,-0.0
1007,ES_E_Demand,2050,3,21,21,-0.0
1008,ES_E_Demand,2050,3,22,24,-0.0
1009,ES_H_Demand,2050,1,1,1,-9794.443352748265
1010,ES_H_Demand,2050,1,2,2,4897.221676374133
1011,ES_H_Demand,2050,1,3,3,4897.221676374133
1012,ES_H_Demand,2050,1,4,4,-9794.443352748265
1013,ES_H_Demand,2050,1,5,5,4897.221676374133
1014,ES_H_Demand,2050,1,6,6,4897.221676374133
1015,ES_H_Demand,2050,1,7,7,-9794.443352748265
1016,ES_H_Demand,2050,1,8,8,4897.221676374133
1017,ES_H_Demand,2050,1,9,9,4897.221676374133
1018,ES_H_Demand,2050,1,10,10,-9794.443352748265
1019,ES_H_Demand,2050,1,11,11,4897.221676374133
1020,ES_H_Demand,2050,1,12,12,4897.221676374133
1021,ES_H_Demand,2050,1,13,13,-9794.443352748265
1022,ES_H_Demand,2050,1,14,14,4897.221676374133
1023,ES_H_Demand,2050,1,15,15,4897.221676374133
1024,ES_H_Demand,2050,1,16,16,-9794.443352748265
1025,ES_H_Demand,2050,1,17,17,4897.221676374133
1026,ES_H_Demand,2050,1,18,18,4897.221676374133
1027,ES_H_Demand,2050,1,19,19,-9794.443352748265
1028,ES_H_Demand,2050,1,20,20,4897.221676374133
1029,ES_H_Demand,2050,1,21,21,4897.221676374133
1030,ES_H_Demand,2050,1,22,22,-9794.443352748265
1031,ES_H_Demand,2050,1,23,23,4897.221676374133
1032,ES_H_Demand,2050,1,24,24,4897.221676374133
1033,ES_H_Demand,2050,2,1,1,-13203.262047566346
1034,ES_H_Demand,2050,2,2,2,6601.631023783173
1035,ES_H_Demand,2050,2,3,3,6601.631023783173
1036,ES_H_Demand,2050,2,4,4,-13203.262047566346
